Load,Actuator,Time,Strain
15.33829,1.951389,3.777,0.000270575
16.19635,2.006945,3.843,0.000282174
16.98798,2.0625,3.91,0.000285729
17.87588,2.118055,3.977,0.000300669
18.74806,2.173611,4.043,0.000311016
19.64497,2.229167,4.11,0.000314755
20.55043,2.284722,4.177,0.000328932
21.46987,2.340278,4.243,0.000338564
22.37197,2.395833,4.31,0.000345927
23.32103,2.451389,4.377,0.000357074
24.25962,2.506944,4.443,0.000367818
25.16547,2.555556,4.51,0.000371536
26.1578,2.611111,4.577,0.000386971
27.12005,2.666667,4.643,0.000396362
28.04899,2.715278,4.71,0.000403731
29.05637,2.770833,4.777,0.000414775
30.03514,2.819445,4.843,0.000426445
31.00775,2.875,4.91,0.000432309
32.05371,2.923611,4.977,0.000445889
33.02706,2.972222,5.043,0.00045923
34.005,3.027778,5.11,0.000462095
35.07414,3.076389,5.177,0.000476027
36.10993,3.125,5.243,0.000488133
37.05929,3.173611,5.31,0.000491387
38.13232,3.222222,5.377,0.000502327
39.14533,3.270833,5.443,0.000515947
40.14002,3.319444,5.51,0.00051954
41.16671,3.368055,5.577,0.00053555
42.236,3.409722,5.643,0.000543919
43.27108,3.458333,5.71,0.0005484
44.31806,3.506945,5.777,0.000562568
45.35388,3.555556,5.843,0.000571009
46.39222,3.597222,5.91,0.00057931
47.48128,3.645833,5.977,0.000590425
48.51288,3.694444,6.043,0.000602137
49.50205,3.736111,6.11,0.000606233
50.60828,3.784722,6.177,0.000620304
51.64732,3.826389,6.243,0.000630967
52.69513,3.868056,6.31,0.00063626
53.80865,3.909722,6.377,0.000650514
54.86585,3.958333,6.443,0.000661732
55.97418,4,6.51,0.00066384
57.16469,4.041667,6.577,0.000679703
58.26463,4.083334,6.643,0.000690576
59.32901,4.125,6.71,0.000695213
60.39892,4.166667,6.777,0.000707679
61.52491,4.208333,6.843,0.000719808
62.58962,4.25,6.91,0.000724061
63.70051,4.291667,6.977,0.000735883
64.76817,4.333333,7.043,0.000750084
65.83266,4.368056,7.11,0.000753736
66.91105,4.409722,7.177,0.000767833
68.0025,4.451389,7.243,0.000777252
69.02597,4.486111,7.31,0.000782879
70.10819,4.527778,7.377,0.000795933
71.14926,4.5625,7.443,0.000806996
72.16111,4.604167,7.51,0.000810968
73.23387,4.638889,7.577,0.000823285
74.29959,4.680556,7.643,0.000834045
75.32423,4.715278,7.71,0.00083831
76.42376,4.75,7.777,0.00084912
77.48718,4.791667,7.843,0.000860058
78.49697,4.826389,7.91,0.000865005
79.56756,4.861111,7.977,0.000876228
80.62033,4.902778,8.043,0.000886826
81.63092,4.9375,8.11,0.000888532
82.72408,4.972222,8.177,0.000898599
83.76215,5.006944,8.243,0.00091181
84.80581,5.048611,8.31,0.000915334
85.89913,5.083333,8.377,0.000924325
86.95978,5.118056,8.443,0.000935939
88.03534,5.152778,8.51,0.000941181
89.17226,5.194445,8.577,0.000944706
90.30626,5.229167,8.643,0.000951648
91.35936,5.270833,8.71,0.000954105
92.56887,5.3125,8.777,0.000963468
93.74827,5.347222,8.843,0.000970915
94.88582,5.388889,8.91,0.000971872
96.14002,5.430555,8.977,0.000978612
97.38871,5.472222,9.043,0.000986082
98.6133,5.513889,9.11,0.000985735
99.9439,5.555556,9.177,0.000990589
101.2644,5.604167,9.243,0.000995522
102.5766,5.652778,9.31,0.000992481
103.9361,5.701389,9.377,0.000986441
105.258,5.75,9.443,0.000979047
106.6709,5.805556,9.51,0.000967371
107.9138,5.868055,9.577,0.000951559
108.974,5.930556,9.643,0.000947699
108.7552,6,9.71,0.000933921
108.0787,6.069445,9.777,0.000927398
108.2783,6.145834,9.843,0.000916101
108.918,6.229167,9.91,0.00090269
109.7517,6.3125,9.977,0.000912756
109.4422,6.402778,10.043,0.000929975
109.517,6.5,10.11,0.00114845
109.1089,6.576389,10.177,0.0015094
105.4141,6.590278,10.243,0.001707506
95.30577,6.534722,10.31,0.00164378
83.56087,6.465278,10.377,0.00155231
73.28148,6.395833,10.443,0.001473149
65.43714,6.340278,10.51,0.001405362
60.67491,6.298611,10.577,0.001368642
58.13588,6.277778,10.643,0.001350778
56.99855,6.263889,10.71,0.00133528
56.97675,6.263889,10.777,0.001337047
57.56451,6.256945,10.843,0.001344745
59.04421,6.263889,10.91,0.001349433
60.58417,6.263889,10.977,0.00136449
62.32149,6.270833,11.043,0.001380193
63.82886,6.284722,11.11,0.001386701
65.07234,6.284722,11.177,0.001398617
66.23627,6.291667,11.243,0.001410436
67.22652,6.298611,11.31,0.001413115
68.17827,6.305555,11.377,0.001421889
69.07456,6.305555,11.443,0.001431544
69.92994,6.3125,11.51,0.001435578
70.87741,6.319445,11.577,0.001444404
71.95338,6.326389,11.643,0.00145499
72.9618,6.333333,11.71,0.001459535
73.96242,6.340278,11.777,0.001468569
74.8778,6.340278,11.843,0.00147969
75.89805,6.347222,11.91,0.001482137
76.94289,6.354167,11.977,0.001490647
77.9035,6.361111,12.043,0.001501721
78.94344,6.368055,12.11,0.001505651
79.9972,6.375,12.177,0.001516894
81.01616,6.381944,12.243,0.001529773
82.06754,6.388889,12.31,0.001530843
83.13013,6.395833,12.377,0.001542779
84.14902,6.402778,12.443,0.001550879
85.10697,6.402778,12.51,0.001556738
86.21416,6.409722,12.577,0.001566974
87.22019,6.416667,12.643,0.001577856
88.08677,6.423611,12.71,0.001581254
89.08785,6.430556,12.777,0.001590922
90.11934,6.4375,12.843,0.001600022
91.04555,6.444444,12.91,0.001602831
92.02544,6.451389,12.977,0.001614203
93.01208,6.458333,13.043,0.001624804
93.88534,6.465278,13.11,0.001628417
94.80402,6.472222,13.177,0.001639882
95.73266,6.479166,13.243,0.001648703
96.5832,6.486111,13.31,0.001654183
97.52761,6.493056,13.377,0.001663879
98.41207,6.506945,13.443,0.001673743
99.24919,6.513889,13.51,0.001677814
100.1097,6.520833,13.577,0.001687524
100.7813,6.527778,13.643,0.001698637
101.3771,6.534722,13.71,0.001703074
101.9485,6.541667,13.777,0.001714513
102.4187,6.548611,13.843,0.001729531
102.688,6.555555,13.91,0.001736569
102.8798,6.5625,13.977,0.001749398
103.0841,6.569445,14.043,0.001763381
103.098,6.569445,14.11,0.001770268
103.0842,6.576389,14.177,0.001783508
103.0816,6.576389,14.243,0.001795552
102.9577,6.583333,14.31,0.001801139
102.7573,6.583333,14.377,0.001808418
102.7716,6.583333,14.443,0.001817309
102.9548,6.590278,14.51,0.00182249
102.8409,6.590278,14.577,0.001833465
102.8754,6.590278,14.643,0.001842386
103.1289,6.590278,14.71,0.001849836
103.0621,6.597222,14.777,0.001859284
103.0576,6.597222,14.843,0.001870061
103.1287,6.597222,14.91,0.001877889
103.1584,6.604167,14.977,0.001889682
102.9197,6.604167,15.043,0.001897266
102.7199,6.604167,15.11,0.001900895
102.7016,6.604167,15.177,0.001908148
102.9039,6.604167,15.243,0.001919643
103.0827,6.611111,15.31,0.00192514
102.9352,6.611111,15.377,0.001935774
102.9533,6.611111,15.443,0.001946669
103.0407,6.611111,15.51,0.001951852
103.1464,6.618056,15.577,0.001965108
102.8764,6.618056,15.643,0.001974742
102.6168,6.618056,15.71,0.001978999
102.4615,6.618056,15.777,0.001985755
102.3615,6.618056,15.843,0.001994873
102.3053,6.618056,15.91,0.001994398
102.5837,6.618056,15.977,0.002006512
103.0966,6.625,16.043,0.002020819
103.0563,6.625,16.11,0.002030252
103.137,6.625,16.177,0.00204024
103.2281,6.625,16.243,0.002055495
103.0964,6.631944,16.31,0.002058278
102.6392,6.631944,16.377,0.002067254
102.1312,6.631944,16.443,0.002074352
101.6418,6.631944,16.51,0.002069696
101.468,6.631944,16.577,0.002071693
101.5616,6.631944,16.643,0.002079074
102.2444,6.631944,16.71,0.002082159
103.519,6.638889,16.777,0.002102797
104.2136,6.645833,16.843,0.002125663
104.2372,6.645833,16.91,0.002141295
103.9277,6.652778,16.977,0.002163886
102.9175,6.652778,17.043,0.002173582
101.2095,6.645833,17.11,0.002161218
100.1908,6.645833,17.177,0.002158198
99.52924,6.638889,17.243,0.002155495
99.67635,6.638889,17.31,0.002153544
100.6578,6.638889,17.377,0.002161919
102.1771,6.645833,17.443,0.002178868
103.4991,6.652778,17.51,0.002195172
104.2998,6.659722,17.577,0.002218391
104.4065,6.666667,17.643,0.002243005
103.7697,6.666667,17.71,0.00225453
102.5783,6.666667,17.777,0.00225948
101.0197,6.659722,17.843,0.00225378
100.0778,6.659722,17.91,0.002244281
99.77579,6.652778,17.977,0.002242079
100.2923,6.652778,18.043,0.002248957
101.5291,6.652778,18.11,0.00225683
102.8509,6.659722,18.177,0.002273734
103.9367,6.666667,18.243,0.002291557
104.2864,6.673611,18.31,0.002307998
104.3444,6.680556,18.377,0.002335191
103.6911,6.680556,18.443,0.002349777
102.353,6.680556,18.51,0.002346878
100.8908,6.673611,18.577,0.002340217
100.0026,6.673611,18.643,0.002337291
99.7027,6.666667,18.71,0.002329795
100.3578,6.666667,18.777,0.002337047
101.7832,6.673611,18.843,0.002352496
103.1414,6.673611,18.91,0.002362749
104.2827,6.6875,18.977,0.002386605
104.6561,6.6875,19.043,0.002413367
104.3468,6.694444,19.11,0.002428708
103.5034,6.694444,19.177,0.00244149
101.9762,6.694444,19.243,0.002442368
100.408,6.6875,19.31,0.002428773
99.66867,6.680556,19.377,0.002424004
99.62402,6.680556,19.443,0.002426797
99.94955,6.680556,19.51,0.002424854
101.2166,6.680556,19.577,0.002436466
102.8481,6.6875,19.643,0.00245812
104.1037,6.694444,19.71,0.002473116
104.6903,6.701389,19.777,0.002499516
104.6191,6.708333,19.843,0.002524876
103.722,6.708333,19.91,0.002534067
102.0902,6.708333,19.977,0.002531255
100.6226,6.701389,20.043,0.002523484
99.73776,6.694444,20.11,0.002514973
99.68753,6.694444,20.177,0.002515475
100.0576,6.694444,20.243,0.002519241
101.2764,6.694444,20.31,0.002527954
103.0743,6.701389,20.377,0.002546159
104.4819,6.708333,20.443,0.002569409
105.055,6.715278,20.51,0.002592999
104.7865,6.722222,20.577,0.002620123
103.895,6.722222,20.643,0.002634898
101.9181,6.715278,20.71,0.002625536
100.144,6.708333,20.777,0.002612923
99.40319,6.708333,20.843,0.00261075
98.96584,6.708333,20.91,0.002604095
99.61669,6.701389,20.977,0.002607791
101.1565,6.708333,21.043,0.002624531
102.8069,6.715278,21.11,0.002634602
104.2299,6.722222,21.177,0.002657506
104.9728,6.729166,21.243,0.002680624
105.0606,6.729166,21.31,0.002701793
104.7122,6.736111,21.377,0.002723964
103.0548,6.736111,21.443,0.002726332
101.1286,6.729166,21.51,0.002711529
99.89554,6.722222,21.577,0.002703831
99.29273,6.722222,21.643,0.002701316
99.6232,6.715278,21.71,0.002697429
101.0334,6.722222,21.777,0.002711785
102.5226,6.722222,21.843,0.002728924
104.0378,6.729166,21.91,0.002742647
105.076,6.736111,21.977,0.002766205
105.2225,6.743056,22.043,0.002790405
104.9609,6.743056,22.11,0.002802106
104.5057,6.743056,22.177,0.00281588
103.2521,6.743056,22.243,0.002819757
101.3314,6.743056,22.31,0.00280459
100.1618,6.736111,22.377,0.002797839
99.66569,6.736111,22.443,0.002796125
100.1532,6.729166,22.51,0.002793431
101.8284,6.736111,22.577,0.002810145
103.6328,6.743056,22.643,0.002828758
105.07,6.75,22.71,0.002847718
105.6398,6.756945,22.777,0.002876885
105.4652,6.763889,22.843,0.002904157
104.4135,6.763889,22.91,0.002913298
102.418,6.756945,22.977,0.002908186
100.681,6.75,23.043,0.00289958
99.76584,6.75,23.11,0.002889003
99.60832,6.743056,23.177,0.00288936
100.3335,6.743056,23.243,0.002895425
101.8502,6.75,23.31,0.002903494
103.3557,6.756945,23.377,0.002920926
104.6613,6.763889,23.443,0.002941497
105.3207,6.770833,23.51,0.002962294
105.2458,6.770833,23.577,0.00298677
104.8544,6.770833,23.643,0.003002016
103.7353,6.770833,23.71,0.003003739
101.8347,6.763889,23.777,0.002994819
100.5376,6.763889,23.843,0.002988338
99.91666,6.756945,23.91,0.002978682
100.2097,6.756945,23.977,0.002982764
101.3933,6.756945,24.043,0.002994856
103.0325,6.763889,24.11,0.003006097
104.6723,6.770833,24.177,0.003028524
105.643,6.777778,24.243,0.003055164
105.6005,6.784722,24.31,0.003076521
105.1802,6.784722,24.377,0.003096722
104.1104,6.784722,24.443,0.003105516
101.9888,6.777778,24.51,0.003088255
100.3823,6.770833,24.577,0.003079954
100.0171,6.770833,24.643,0.003079545
100.0012,6.770833,24.71,0.003074012
100.7821,6.770833,24.777,0.003081745
102.444,6.770833,24.843,0.003097522
104.3572,6.784722,24.91,0.003112204
105.6731,6.791667,24.977,0.003139009
106.0683,6.798611,25.043,0.003170484
105.6464,6.798611,25.11,0.003188012
104.687,6.798611,25.177,0.003200723
102.5843,6.798611,25.243,0.00319258
100.4766,6.784722,25.31,0.003174951
99.53366,6.784722,25.377,0.00317107
99.35519,6.777778,25.443,0.003173154
100.2017,6.777778,25.51,0.003172979
101.8114,6.784722,25.577,0.003188428
103.5101,6.791667,25.643,0.003204836
104.9001,6.798611,25.71,0.003219254
105.7117,6.805555,25.777,0.003244535
105.9017,6.805555,25.843,0.003268817
105.4289,6.8125,25.91,0.003282768
103.9754,6.8125,25.977,0.003286539
102.271,6.805555,26.043,0.00328089
101.0894,6.798611,26.11,0.003268235
100.7744,6.798611,26.177,0.00326762
100.8226,6.798611,26.243,0.003269822
101.541,6.798611,26.31,0.003271264
103.2493,6.798611,26.377,0.00329116
105.087,6.8125,26.443,0.00331167
106.2056,6.819444,26.51,0.003338312
106.3105,6.826389,26.577,0.003371008
105.37,6.826389,26.643,0.003393877
103.0957,6.819444,26.71,0.003386147
100.9426,6.8125,26.777,0.00337407
99.48934,6.805555,26.843,0.003364878
98.84543,6.798611,26.91,0.003355861
99.30899,6.798611,26.977,0.003359865
100.6658,6.805555,27.043,0.003372668
102.1308,6.805555,27.11,0.003381844
103.7252,6.8125,27.177,0.003401409
104.8817,6.819444,27.243,0.00342166
105.4096,6.826389,27.31,0.003437759
105.5707,6.826389,27.377,0.003460138
104.9494,6.833334,27.443,0.003477781
103.3401,6.833334,27.51,0.003472208
101.8398,6.826389,27.577,0.003466257
100.8791,6.819444,27.643,0.003464283
100.6305,6.819444,27.71,0.003454553
100.8584,6.819444,27.777,0.003459779
101.8879,6.819444,27.843,0.003470932
103.6597,6.826389,27.91,0.003482118
105.2858,6.833334,27.977,0.003507555
106.0744,6.840278,28.043,0.003538924
106.0056,6.847222,28.11,0.003564695
104.7355,6.847222,28.177,0.003581588
102.5092,6.840278,28.243,0.003573875
100.3013,6.833334,28.31,0.003553869
99.13217,6.826389,28.377,0.003550992
98.88373,6.819444,28.443,0.003548487
99.50779,6.819444,28.51,0.00354863
101.0683,6.826389,28.577,0.003562433
102.5872,6.833334,28.643,0.003576292
104.011,6.840278,28.71,0.003592213
105.1244,6.847222,28.777,0.003611259
105.5918,6.847222,28.843,0.003636676
105.6396,6.854167,28.91,0.003655249
104.7627,6.854167,28.977,0.00367565
102.8401,6.847222,29.043,0.003669641
101.0085,6.840278,29.11,0.003653171
100.0599,6.840278,29.177,0.003647843
99.61431,6.833334,29.243,0.003645335
100.3381,6.833334,29.31,0.00364789
101.8946,6.840278,29.377,0.003663618
103.5919,6.847222,29.443,0.003680016
105.0903,6.854167,29.51,0.003698761
105.7672,6.861111,29.577,0.003730558
105.5567,6.861111,29.643,0.0037566
104.8729,6.861111,29.71,0.003770145
102.9373,6.861111,29.777,0.003770441
100.4249,6.847222,29.843,0.003754612
98.8616,6.840278,29.91,0.003739982
98.48359,6.840278,29.977,0.003737629
98.66569,6.840278,30.043,0.003740717
99.76544,6.840278,30.11,0.00374723
101.6886,6.847222,30.177,0.003763222
103.4973,6.854167,30.243,0.003782875
104.8876,6.861111,30.31,0.003799911
105.4846,6.868056,30.377,0.003830611
105.4666,6.868056,30.443,0.003856546
104.5282,6.875,30.51,0.003871008
102.1921,6.868056,30.577,0.003864373
100.073,6.861111,30.643,0.003848481
98.9747,6.854167,30.71,0.003837899
98.65486,6.854167,30.777,0.003836164
98.81103,6.854167,30.843,0.003837644
99.98662,6.854167,30.91,0.003843583
102.1929,6.861111,30.977,0.003864209
104.203,6.868056,31.043,0.003886945
105.5164,6.875,31.11,0.003911418
105.7029,6.881944,31.177,0.003946856
105.1808,6.881944,31.243,0.003972888
103.2846,6.881944,31.31,0.003973408
100.3595,6.875,31.377,0.00395406
98.25544,6.861111,31.443,0.003939064
97.31644,6.854167,31.51,0.003927675
97.52111,6.854167,31.577,0.003931653
98.62893,6.854167,31.643,0.003943371
100.291,6.861111,31.71,0.003950643
102.0359,6.868056,31.777,0.003970174
103.5375,6.875,31.843,0.003986755
104.5452,6.881944,31.91,0.003999411
105.1281,6.888889,31.977,0.004027104
104.913,6.888889,32.043,0.004045287
104.4392,6.888889,32.11,0.004053776
103.2546,6.888889,32.177,0.004060408
101.3548,6.881944,32.243,0.004050668
100.1141,6.881944,32.31,0.004037639
99.77159,6.875,32.377,0.004037254
100.3003,6.875,32.443,0.004043372
101.7378,6.875,32.51,0.004051164
103.3925,6.881944,32.577,0.00407095
104.8169,6.895833,32.643,0.004091183
105.489,6.902778,32.71,0.004117326
105.2449,6.902778,32.777,0.004144823
104.4455,6.902778,32.843,0.004162949
102.4241,6.902778,32.91,0.004152875
100.2501,6.888889,32.977,0.004140481
99.15507,6.888889,33.043,0.004132641
98.89688,6.881944,33.11,0.004125954
99.56616,6.881944,33.177,0.004131776
101.0587,6.888889,33.243,0.004144643
102.6708,6.895833,33.31,0.004156615
104.2344,6.902778,33.377,0.004179087
105.1905,6.909722,33.443,0.004202748
105.2563,6.909722,33.51,0.004227776
104.9085,6.909722,33.577,0.004254141
103.7445,6.909722,33.643,0.004265178
101.1116,6.902778,33.71,0.004244611
98.87372,6.895833,33.777,0.004232494
97.76159,6.888889,33.843,0.004224327
97.73289,6.888889,33.91,0.004220463
98.544,6.888889,33.977,0.00422907
100.3276,6.895833,34.043,0.004245522
102.2867,6.902778,34.11,0.004260229
103.9329,6.909722,34.177,0.004282647
104.8664,6.916667,34.243,0.004304782
105.147,6.923611,34.31,0.004327502
104.4766,6.923611,34.377,0.004350547
102.7745,6.923611,34.443,0.004348332
100.732,6.916667,34.51,0.004329616
99.6468,6.909722,34.577,0.004326296
99.08432,6.902778,34.643,0.004322779
99.57276,6.902778,34.71,0.004321972
101.0816,6.909722,34.777,0.004336497
102.648,6.909722,34.843,0.004354469
104.1311,6.923611,34.91,0.004367747
105.0761,6.923611,34.977,0.004397067
105.0782,6.930556,35.043,0.004422463
104.6389,6.930556,35.11,0.004436892
103.4557,6.930556,35.177,0.004446334
101.1502,6.923611,35.243,0.004434061
99.40263,6.916667,35.31,0.00441939
98.6901,6.916667,35.377,0.004415478
98.53054,6.909722,35.443,0.004415812
99.78259,6.909722,35.51,0.004420159
101.534,6.916667,35.577,0.004438623
103.3071,6.923611,35.643,0.004456459
104.7485,6.930556,35.71,0.004476609
105.2784,6.9375,35.777,0.004508598
105.0344,6.944444,35.843,0.004537945
103.5202,6.944444,35.91,0.004541551
101.2441,6.9375,35.977,0.00453153
99.48031,6.930556,36.043,0.004518278
98.65798,6.923611,36.11,0.004507029
98.58803,6.923611,36.177,0.004512238
99.04005,6.923611,36.243,0.004513864
100.5193,6.923611,36.31,0.004520922
102.5385,6.930556,36.377,0.004544897
104.2707,6.944444,36.443,0.004566895
105.2322,6.951389,36.51,0.004591109
105.1369,6.951389,36.577,0.004621093
104.5882,6.951389,36.643,0.00463825
102.7868,6.951389,36.71,0.004633112
100.3151,6.944444,36.777,0.004622907
98.77208,6.9375,36.843,0.00460972
98.25193,6.930556,36.91,0.00460132
98.56152,6.930556,36.977,0.004607987
99.7579,6.930556,37.043,0.004615736
101.5201,6.9375,37.11,0.004626956
103.2238,6.944444,37.177,0.004649679
104.5401,6.951389,37.243,0.004670447
105.0683,6.958333,37.31,0.004694734
105.0218,6.958333,37.377,0.004721055
104.4857,6.958333,37.443,0.004743429
102.5652,6.958333,37.51,0.004738007
99.7187,6.951389,37.577,0.004720954
97.83609,6.944444,37.643,0.004707298
97.25433,6.9375,37.71,0.004700345
97.48626,6.9375,37.777,0.004703599
98.70311,6.9375,37.843,0.004712002
100.6676,6.944444,37.91,0.004725634
102.6615,6.951389,37.977,0.004747697
104.2194,6.958333,38.043,0.004769836
104.9717,6.965278,38.11,0.004790761
104.9295,6.972222,38.177,0.004821548
104.0247,6.972222,38.243,0.004834658
101.9555,6.965278,38.31,0.004822226
100.0958,6.958333,38.377,0.004813406
99.07203,6.958333,38.443,0.004805718
98.70566,6.951389,38.51,0.004800345
99.37859,6.951389,38.577,0.004809233
100.9142,6.958333,38.643,0.00482091
102.5436,6.958333,38.71,0.004832297
104.1252,6.972222,38.777,0.004858305
105.0405,6.979167,38.843,0.004881054
104.9495,6.979167,38.91,0.004904535
104.5255,6.979167,38.977,0.004925809
103.0729,6.979167,39.043,0.004931781
100.6816,6.972222,39.11,0.004910839
99.12371,6.965278,39.177,0.004903868
98.34976,6.958333,39.243,0.004901027
98.65777,6.958333,39.31,0.004895091
99.96091,6.958333,39.377,0.00490911
101.5887,6.965278,39.443,0.004923445
103.2134,6.972222,39.51,0.004938931
104.4764,6.979167,39.577,0.004962223
104.9185,6.986111,39.643,0.004989274
104.7447,6.986111,39.71,0.005008234
104.1663,6.986111,39.777,0.005029895
102.4077,6.986111,39.843,0.005027371
99.84985,6.979167,39.91,0.005006445
98.33977,6.972222,39.977,0.004997835
97.74396,6.965278,40.043,0.004992292
98.29995,6.965278,40.11,0.004992399
99.97511,6.972222,40.177,0.005008746
101.787,6.979167,40.243,0.005026229
103.4733,6.986111,40.31,0.005039394
104.6536,6.993055,40.377,0.00506702
105.1046,7,40.443,0.00509648
104.5708,7,40.51,0.005110634
103.164,7,40.577,0.005123645
100.8855,6.993055,40.643,0.005111646
99.15025,6.986111,40.71,0.005093948
98.47823,6.979167,40.777,0.005095529
98.48688,6.979167,40.843,0.005091269
99.17759,6.979167,40.91,0.005094178
100.921,6.979167,40.977,0.005112482
102.7208,6.993055,41.043,0.005129211
104.2208,7,41.11,0.005148709
105.0323,7.006945,41.177,0.005178524
104.7469,7.006945,41.243,0.005201432
104.0749,7.006945,41.31,0.00521522
102.2581,7.006945,41.377,0.00521692
99.91919,7,41.443,0.005198537
98.52273,6.993055,41.51,0.005188375
98.19911,6.986111,41.577,0.005185915
98.64034,6.986111,41.643,0.005190216
100.0168,6.986111,41.71,0.005198295
101.7945,6.993055,41.777,0.005216775
103.3641,7,41.843,0.005236436
104.4056,7.006945,41.91,0.005254711
104.7469,7.013889,41.977,0.00528087
104.5041,7.013889,42.043,0.005304058
103.754,7.013889,42.11,0.005312533
101.9295,7.013889,42.177,0.005312493
99.73344,7.006945,42.243,0.00529354
98.46932,7,42.31,0.00528115
98.17673,7,42.377,0.005284601
98.41166,7,42.443,0.005283551
99.71409,7,42.51,0.005291499
102.0613,7.006945,42.577,0.005316103
104.0855,7.013889,42.643,0.00533977
105.216,7.027778,42.71,0.00537205
104.9388,7.027778,42.777,0.005413113
103.7966,7.027778,42.843,0.005435032
100.6948,7.020833,42.91,0.00541417
97.6554,7.006945,42.977,0.005392627
95.99669,7,43.043,0.005382294
95.3807,6.993055,43.11,0.005373132
95.95439,6.993055,43.177,0.005380342
97.50013,7,43.243,0.005393391
99.23874,7.006945,43.31,0.005402869
101.0573,7.013889,43.377,0.005423447
102.4619,7.020833,43.443,0.005439974
103.3447,7.020833,43.51,0.005451586
103.7734,7.027778,43.577,0.005471026
103.8522,7.027778,43.643,0.005486195
103.6454,7.027778,43.71,0.005497094
103.2598,7.027778,43.777,0.00551276
102.1436,7.027778,43.843,0.005514392
100.4245,7.027778,43.91,0.005500122
99.17109,7.020833,43.977,0.005494386
98.88502,7.020833,44.043,0.005493849
99.156,7.020833,44.11,0.005489257
100.5777,7.020833,44.177,0.005503375
102.6763,7.027778,44.243,0.005523061
104.4522,7.034722,44.31,0.005550607
105.3311,7.048611,44.377,0.005594923
104.7653,7.048611,44.443,0.005627371
102.9131,7.048611,44.51,0.005635704
99.60416,7.034722,44.577,0.005618047
96.96065,7.027778,44.643,0.005595575
95.46488,7.013889,44.71,0.00558244
95.34523,7.013889,44.777,0.005587442
95.81727,7.013889,44.843,0.005587919
97.30405,7.013889,44.91,0.005595455
99.31567,7.020833,44.977,0.005617252
101.1259,7.034722,45.043,0.005631136
102.5227,7.041667,45.11,0.005642856
103.4449,7.041667,45.177,0.005661551
103.9068,7.048611,45.243,0.005679083
103.9125,7.048611,45.31,0.005691983
103.7311,7.048611,45.377,0.005711038
103.1733,7.048611,45.443,0.005721407
101.8489,7.048611,45.51,0.005713566
100.0671,7.048611,45.577,0.005705457
99.12579,7.041667,45.643,0.005696842
98.92667,7.041667,45.71,0.00569251
99.51175,7.041667,45.777,0.005701009
101.1737,7.041667,45.843,0.005715101
103.3152,7.055555,45.91,0.005736374
104.8816,7.0625,45.977,0.005771776
105.2375,7.069444,46.043,0.005813037
104.3854,7.069444,46.11,0.005839407
101.8528,7.0625,46.177,0.005835689
98.71837,7.055555,46.243,0.005814468
96.38325,7.041667,46.31,0.005789764
95.41306,7.034722,46.377,0.005789488
95.55684,7.034722,46.443,0.005788076
96.56032,7.034722,46.51,0.005791988
98.41185,7.041667,46.577,0.005809193
100.2942,7.048611,46.643,0.005827165
101.9061,7.055555,46.71,0.005839184
103.1043,7.0625,46.777,0.005858787
103.8931,7.069444,46.843,0.005877587
104.0189,7.069444,46.91,0.005889981
103.9461,7.069444,46.977,0.005909389
103.5546,7.069444,47.043,0.005919686
102.4569,7.069444,47.11,0.005919634
100.7894,7.069444,47.177,0.00591311
99.30725,7.0625,47.243,0.005902741
98.92959,7.0625,47.31,0.0058951
99.20055,7.0625,47.377,0.005902778
100.4714,7.0625,47.443,0.005910989
102.6044,7.069444,47.51,0.005928249
104.4899,7.076389,47.577,0.005961382
105.3078,7.090278,47.643,0.00600318
104.7293,7.090278,47.71,0.006031231
103.033,7.090278,47.777,0.006044492
99.84253,7.076389,47.843,0.006025078
97.29808,7.069444,47.91,0.006000538
95.92619,7.0625,47.977,0.005995845
95.52223,7.055555,48.043,0.005989596
96.30713,7.055555,48.11,0.005991056
98.02548,7.0625,48.177,0.006009917
99.89945,7.069444,48.243,0.006025734
101.6016,7.076389,48.31,0.006037408
102.9369,7.083334,48.377,0.006058466
103.7522,7.090278,48.443,0.006073176
103.993,7.090278,48.51,0.006086931
104.0678,7.097222,48.577,0.006106854
103.2524,7.097222,48.643,0.006117058
101.8222,7.097222,48.71,0.006107716
100.9185,7.090278,48.777,0.006105329
100.3178,7.090278,48.843,0.006103434
100.0759,7.090278,48.91,0.006100034
100.3954,7.090278,48.977,0.006104929
101.6188,7.090278,49.043,0.006115924
103.6271,7.097222,49.11,0.006138208
105.2031,7.104167,49.177,0.006178158
105.231,7.111111,49.243,0.006220154
104.2419,7.111111,49.31,0.006241705
101.4029,7.104167,49.377,0.006232031
98.22188,7.090278,49.443,0.006210193
96.12281,7.083334,49.51,0.006188779
95.41877,7.076389,49.577,0.006187655
95.54259,7.076389,49.643,0.006188526
96.55769,7.076389,49.71,0.006190361
98.51691,7.083334,49.777,0.00620992
100.3801,7.090278,49.843,0.006224208
101.9929,7.097222,49.91,0.006235204
103.2772,7.104167,49.977,0.006258089
103.9538,7.111111,50.043,0.006278087
104.1239,7.111111,50.11,0.006289047
104.066,7.118056,50.177,0.006310886
102.9409,7.118056,50.243,0.006314879
101.4204,7.111111,50.31,0.006302002
100.5151,7.111111,50.377,0.006302584
99.94113,7.104167,50.443,0.006297405
100.3675,7.104167,50.51,0.00629765
101.7276,7.104167,50.577,0.006313035
103.1578,7.111111,50.643,0.006330863
