Load,Actuator,Time,Strain
145.1607,14.04861,106.608,0.000458
145.2148,14.0625,106.674,0.00046
145.3152,14.07639,106.741,0.000463
145.3238,14.09028,106.808,0.000457
145.3572,14.10417,106.874,0.000458
145.4235,14.11806,106.941,0.000462
145.4304,14.13194,107.008,0.000459
145.4915,14.14583,107.074,0.000458
145.5744,14.15972,107.141,0.000463
145.5544,14.17361,107.208,0.000459
145.6182,14.1875,107.274,0.000462
145.7051,14.20139,107.341,0.000464
145.7178,14.21528,107.408,0.000458
145.7788,14.22917,107.474,0.00046
145.8491,14.24306,107.541,0.000464
145.8291,14.25694,107.608,0.000461
145.8945,14.27083,107.674,0.00046
145.9506,14.28472,107.741,0.000463
145.9631,14.29861,107.808,0.000459
145.9146,14.3125,107.874,0.000461
146.0047,14.32639,107.941,0.000464
146.0097,14.34028,108.008,0.000459
146.0756,14.35417,108.074,0.000459
146.1458,14.36806,108.141,0.000463
146.2067,14.38194,108.208,0.00046
146.2826,14.39583,108.274,0.000462
146.3784,14.40972,108.341,0.000465
146.3433,14.42361,108.408,0.000459
146.4361,14.4375,108.474,0.000459
146.4638,14.45139,108.541,0.000462
146.493,14.46528,108.608,0.000459
146.5375,14.47917,108.674,0.000463
146.5926,14.49306,108.741,0.000461
146.5803,14.50694,108.808,0.000459
146.6872,14.52083,108.874,0.000461
146.6888,14.53472,108.941,0.000464
146.6987,14.54861,109.008,0.000457
146.722,14.5625,109.074,0.000461
146.7904,14.57639,109.141,0.000461
146.7692,14.59028,109.208,0.000458
146.8575,14.60417,109.274,0.00046
146.8961,14.61806,109.341,0.000462
146.92,14.63194,109.408,0.000458
146.9772,14.64583,109.474,0.000463
147.0407,14.65972,109.541,0.000465
147.02,14.67361,109.608,0.00046
147.0948,14.6875,109.674,0.000463
147.1336,14.70139,109.741,0.000464
147.1559,14.71528,109.808,0.00046
147.1866,14.72917,109.874,0.000461
147.2668,14.74306,109.941,0.000463
147.266,14.75694,110.008,0.000459
147.3358,14.77083,110.074,0.000461
147.3757,14.78472,110.141,0.000461
147.4097,14.79861,110.208,0.000458
147.4516,14.8125,110.274,0.000459
147.5119,14.82639,110.341,0.000463
147.5093,14.84028,110.408,0.000457
147.6073,14.85417,110.474,0.000462
147.6358,14.86806,110.541,0.000465
147.6585,14.88889,110.608,0.000458
147.7168,14.89583,110.674,0.000461
147.7668,14.91667,110.741,0.000463
147.7465,14.93056,110.808,0.000457
147.8168,14.94444,110.874,0.000461
147.864,14.95833,110.941,0.000463
147.9088,14.97222,111.008,0.000459
147.9461,14.98611,111.074,0.000461
147.9803,15,111.141,0.000464
147.9828,15.01389,111.208,0.000458
148.0397,15.02778,111.274,0.000464
148.0785,15.04167,111.341,0.000463
148.0813,15.05556,111.408,0.000459
148.1553,15.06944,111.474,0.00046
148.2123,15.08333,111.541,0.000464
148.2348,15.09722,111.608,0.000457
148.2789,15.11111,111.674,0.000461
148.3254,15.125,111.741,0.000462
148.333,15.13889,111.808,0.000461
148.3899,15.15278,111.874,0.000462
148.4176,15.16667,111.941,0.000464
148.4345,15.18056,112.008,0.000462
148.5038,15.19444,112.074,0.000461
148.5288,15.20833,112.141,0.000464
148.5451,15.22222,112.208,0.000459
148.6384,15.23611,112.274,0.000464
148.6377,15.25,112.341,0.000462
148.6148,15.26389,112.408,0.000461
148.7116,15.27778,112.474,0.000461
148.7798,15.29167,112.541,0.000463
148.7758,15.30556,112.608,0.000459
148.8407,15.31944,112.674,0.000461
148.8537,15.33333,112.741,0.000462
148.8113,15.34722,112.808,0.00046
148.8636,15.36111,112.874,0.000463
148.9014,15.375,112.941,0.000464
148.8788,15.38889,113.008,0.000462
148.9406,15.40278,113.074,0.000463
148.9919,15.41667,113.141,0.000463
148.9726,15.43056,113.208,0.00046
149.0537,15.44444,113.274,0.000464
149.0808,15.45833,113.341,0.000464
149.1076,15.47222,113.408,0.000459
149.159,15.48611,113.474,0.000462
149.1993,15.5,113.541,0.000464
149.2066,15.51389,113.608,0.00046
149.2867,15.52778,113.674,0.000462
149.3112,15.54167,113.741,0.000464
149.3146,15.55556,113.808,0.00046
149.3735,15.56944,113.874,0.000464
149.4005,15.58333,113.941,0.000464
149.4088,15.59722,114.008,0.000457
149.4678,15.61111,114.074,0.000461
149.516,15.625,114.141,0.000463
149.55,15.63889,114.208,0.000457
149.5966,15.65278,114.274,0.000461
149.6297,15.66667,114.341,0.000462
149.6513,15.68056,114.408,0.000459
149.6993,15.69445,114.474,0.00046
149.7336,15.70833,114.541,0.000463
149.7105,15.72222,114.608,0.00046
149.8055,15.73611,114.674,0.000461
149.8549,15.75694,114.741,0.000464
149.8289,15.77083,114.808,0.000458
149.8942,15.78472,114.874,0.000461
149.9092,15.79861,114.941,0.000462
149.9182,15.8125,115.008,0.000458
149.9687,15.82639,115.074,0.000462
150.0032,15.84028,115.141,0.000463
150.0324,15.85417,115.208,0.000459
150.0988,15.86805,115.274,0.000464
150.1384,15.88194,115.341,0.000464
150.1317,15.89583,115.408,0.000459
150.1769,15.90972,115.474,0.000463
150.2112,15.92361,115.541,0.000465
150.2095,15.9375,115.608,0.000457
150.2705,15.95139,115.674,0.000461
150.3076,15.96528,115.741,0.000463
150.3162,15.97917,115.808,0.000459
150.3742,15.99305,115.874,0.000462
150.4218,16.00694,115.941,0.000461
150.4168,16.02083,116.008,0.000459
150.4847,16.03472,116.074,0.000463
150.5029,16.04861,116.141,0.000462
150.5205,16.0625,116.208,0.000459
150.5722,16.07639,116.274,0.000461
150.6068,16.09028,116.341,0.000463
150.6037,16.10417,116.408,0.000459
150.638,16.11806,116.474,0.000461
150.6706,16.13194,116.541,0.000463
150.6678,16.14583,116.608,0.000459
150.7487,16.15972,116.674,0.00046
150.7588,16.17361,116.741,0.000463
150.7928,16.1875,116.808,0.000459
150.8185,16.20139,116.874,0.000462
150.8858,16.21528,116.941,0.000461
150.837,16.22917,117.008,0.00046
150.9097,16.24306,117.074,0.000462
150.8897,16.25695,117.141,0.00046
150.8953,16.27083,117.208,0.000459
150.9545,16.28472,117.274,0.000462
151.045,16.29861,117.341,0.00046
150.9921,16.3125,117.408,0.000459
151.0868,16.32639,117.474,0.000462
151.0961,16.34028,117.541,0.000465
151.0881,16.35417,117.608,0.00046
151.1286,16.36806,117.674,0.000463
151.1653,16.38194,117.741,0.000463
151.1568,16.39583,117.808,0.00046
151.2389,16.40972,117.874,0.000463
151.2714,16.42361,117.941,0.000464
151.2606,16.4375,118.008,0.000459
151.3185,16.45139,118.074,0.000464
151.3488,16.46528,118.141,0.000462
151.3463,16.47917,118.208,0.000458
151.3992,16.49306,118.274,0.000461
151.4366,16.50694,118.341,0.000463
151.4594,16.52083,118.408,0.000457
151.5064,16.53472,118.474,0.000461
151.5247,16.54861,118.541,0.000462
151.5313,16.5625,118.608,0.000459
151.5949,16.58333,118.674,0.000463
151.5667,16.59722,118.741,0.000463
151.5922,16.61111,118.808,0.000459
151.6355,16.625,118.874,0.000461
151.6627,16.63889,118.941,0.000463
151.6633,16.65278,119.008,0.000459
151.7364,16.66667,119.074,0.000463
151.7424,16.68056,119.141,0.000462
151.7596,16.69445,119.208,0.000459
151.8221,16.70833,119.274,0.000461
151.8388,16.72222,119.341,0.000463
151.8451,16.73611,119.408,0.000457
151.9045,16.75,119.474,0.000462
151.92,16.76389,119.541,0.000464
151.9304,16.77778,119.608,0.000458
151.9717,16.79167,119.674,0.000462
152.0186,16.80556,119.741,0.00046
152,16.81944,119.808,0.000458
152.0534,16.83333,119.874,0.000463
152.1092,16.84722,119.941,0.000463
152.1157,16.86111,120.008,0.000457
152.153,16.875,120.074,0.000464
152.1614,16.88889,120.141,0.000463
152.1639,16.90278,120.208,0.000458
152.2212,16.91667,120.274,0.000462
152.2398,16.93056,120.341,0.00046
152.2323,16.94444,120.408,0.00046
152.3247,16.95833,120.474,0.000463
152.3512,16.97222,120.541,0.000462
152.3498,16.98611,120.608,0.000459
152.4088,17,120.674,0.000462
152.4091,17.01389,120.741,0.000463
152.3693,17.02778,120.808,0.000459
152.4302,17.04167,120.874,0.000464
152.4685,17.05556,120.941,0.000462
152.5018,17.06944,121.008,0.000459
152.5609,17.08333,121.074,0.000463
152.5721,17.09722,121.141,0.000462
152.5786,17.11111,121.208,0.00046
152.5873,17.125,121.274,0.000463
152.5843,17.13889,121.341,0.000464
152.5549,17.15278,121.408,0.000457
152.616,17.16667,121.474,0.000462
152.6638,17.18056,121.541,0.000465
152.6718,17.19444,121.608,0.00046
152.6876,17.20833,121.674,0.000463
152.736,17.22222,121.741,0.000462
152.747,17.23611,121.808,0.000459
152.8127,17.25,121.874,0.000461
152.8074,17.26389,121.941,0.000462
152.8211,17.27778,122.008,0.000459
152.8666,17.29167,122.074,0.000461
152.8953,17.30555,122.141,0.000463
152.8909,17.31944,122.208,0.000459
152.9557,17.33333,122.274,0.000462
152.9595,17.34722,122.341,0.000462
152.9835,17.36111,122.408,0.000458
153.0316,17.375,122.474,0.00046
153.0456,17.38889,122.541,0.000462
153.0434,17.40278,122.608,0.000458
153.1134,17.41667,122.674,0.000463
153.1142,17.43056,122.741,0.000461
153.1126,17.44444,122.808,0.000459
153.1656,17.45833,122.874,0.00046
153.1798,17.47917,122.941,0.000462
153.1654,17.48611,123.008,0.000457
153.2178,17.50694,123.074,0.000461
153.23,17.51389,123.141,0.000463
153.2504,17.53472,123.208,0.000459
153.3096,17.54861,123.274,0.000462
153.3198,17.5625,123.341,0.000463
153.3142,17.57639,123.408,0.000458
153.3772,17.59028,123.474,0.00046
153.3805,17.60417,123.541,0.000462
153.3824,17.61806,123.608,0.000457
153.4329,17.63194,123.674,0.000461
153.473,17.64583,123.741,0.000462
153.4486,17.65972,123.808,0.000458
153.5075,17.67361,123.874,0.000461
153.5372,17.6875,123.941,0.000462
153.5499,17.70139,124.008,0.000459
153.5764,17.71528,124.074,0.000461
153.5877,17.72917,124.141,0.000461
153.5863,17.74305,124.208,0.000459
153.6614,17.75694,124.274,0.00046
153.6889,17.77083,124.341,0.000464
153.6736,17.78472,124.408,0.000459
153.7306,17.79861,124.474,0.000462
153.745,17.8125,124.541,0.000465
153.7272,17.82639,124.608,0.00046
153.7942,17.84028,124.674,0.00046
153.8356,17.85417,124.741,0.00046
153.8049,17.86806,124.808,0.000457
153.8819,17.88194,124.874,0.000462
153.8946,17.89583,124.941,0.000463
153.8849,17.90972,125.008,0.000459
153.8893,17.92361,125.074,0.000461
153.9234,17.9375,125.141,0.000462
153.8695,17.95139,125.208,0.000458
153.9929,17.96528,125.274,0.000461
153.9902,17.97917,125.341,0.00046
154.0052,17.99306,125.408,0.000457
154.0019,18.00695,125.474,0.000462
153.9966,18.02083,125.541,0.000463
153.951,18.03472,125.608,0.000459
154.0176,18.04861,125.674,0.000463
154.0606,18.0625,125.741,0.000462
154.0805,18.07639,125.808,0.000459
154.101,18.09028,125.874,0.000461
154.1353,18.10417,125.941,0.000464
154.1301,18.11806,126.008,0.000457
154.1753,18.13195,126.074,0.000461
154.1878,18.14583,126.141,0.000464
154.1818,18.15972,126.208,0.000459
154.2174,18.17361,126.274,0.000461
154.3048,18.1875,126.341,0.000462
154.2862,18.20139,126.408,0.000458
154.3336,18.21528,126.474,0.000461
154.3058,18.22917,126.541,0.000462
154.3201,18.24306,126.608,0.000458
154.3532,18.25694,126.674,0.000461
154.4036,18.27083,126.741,0.000462
154.38,18.28472,126.808,0.000459
154.4676,18.29861,126.874,0.00046
154.4919,18.3125,126.941,0.000464
154.4687,18.32639,127.008,0.000459
154.5041,18.34028,127.074,0.000461
154.531,18.36111,127.141,0.000465
154.5092,18.375,127.208,0.000459
154.5625,18.38889,127.274,0.000461
154.5841,18.40278,127.341,0.000463
154.5908,18.41667,127.408,0.000459
154.6169,18.43056,127.474,0.000459
154.6543,18.44444,127.541,0.000463
154.6239,18.45833,127.608,0.000458
154.6844,18.47222,127.674,0.00046
154.6857,18.48611,127.741,0.000463
154.6754,18.5,127.808,0.000461
154.7216,18.51389,127.874,0.000462
154.7742,18.52778,127.941,0.000461
154.7634,18.54167,128.008,0.00046
154.8148,18.55556,128.074,0.00046
154.819,18.56945,128.141,0.000464
154.8159,18.58333,128.208,0.000457
154.8492,18.59722,128.274,0.00046
154.8753,18.61111,128.341,0.000465
154.8782,18.625,128.408,0.000459
154.9082,18.63889,128.474,0.000461
154.9524,18.65278,128.541,0.000463
154.9435,18.66667,128.608,0.000458
154.9768,18.68056,128.674,0.000461
154.9893,18.69444,128.741,0.000463
154.9648,18.70833,128.808,0.000459
155.015,18.72222,128.874,0.000463
155.0619,18.73611,128.941,0.000465
155.0506,18.75,129.008,0.000458
155.0836,18.76389,129.074,0.00046
155.1188,18.77778,129.141,0.000463
155.0891,18.79167,129.208,0.000459
155.1344,18.80556,129.274,0.000463
155.1229,18.81944,129.341,0.000462
155.0989,18.83333,129.408,0.000459
155.1816,18.84722,129.474,0.000461
155.2083,18.86111,129.541,0.000463
155.0409,18.875,129.608,0.000461
155.0976,18.88889,129.674,0.000462
155.1445,18.90278,129.741,0.000462
155.161,18.91667,129.808,0.00046
155.22,18.93056,129.874,0.000462
155.2508,18.94444,129.941,0.000463
155.2959,18.95833,130.008,0.000459
155.3705,18.97222,130.074,0.000463
155.3475,18.98611,130.141,0.000464
155.3241,19,130.208,0.000459
155.3415,19.01389,130.274,0.000462
155.3583,19.02778,130.341,0.000464
155.3375,19.04167,130.408,0.00046
155.392,19.05555,130.474,0.00046
155.4314,19.06944,130.541,0.000462
155.44,19.08333,130.608,0.000458
155.4452,19.09722,130.674,0.00046
155.4828,19.11111,130.741,0.000463
155.462,19.125,130.808,0.000458
155.5058,19.13889,130.874,0.00046
155.5291,19.15278,130.941,0.000463
155.5105,19.16667,131.008,0.000459
155.5816,19.18055,131.074,0.000458
155.5944,19.20139,131.141,0.000464
155.5618,19.20833,131.208,0.000458
155.6145,19.22917,131.274,0.000461
155.6161,19.24306,131.341,0.000462
155.5922,19.25694,131.408,0.000459
155.6282,19.27083,131.474,0.000459
155.6595,19.28472,131.541,0.000462
155.6636,19.29861,131.608,0.00046
155.7369,19.3125,131.674,0.000461
155.7673,19.32639,131.741,0.000463
155.7206,19.34028,131.808,0.000457
155.7686,19.35417,131.874,0.00046
155.7827,19.36806,131.941,0.000462
155.7569,19.38194,132.008,0.000457
155.8118,19.39583,132.074,0.000461
155.8349,19.40972,132.141,0.000462
155.8414,19.42361,132.208,0.000459
155.8817,19.4375,132.274,0.000462
155.9152,19.45139,132.341,0.000462
155.8922,19.46528,132.408,0.000458
155.9348,19.47917,132.474,0.00046
155.9374,19.49306,132.541,0.000463
155.9243,19.50694,132.608,0.000459
155.9594,19.52083,132.674,0.000461
156.0036,19.53472,132.741,0.000463
155.9587,19.54861,132.808,0.00046
156.0165,19.5625,132.874,0.000461
156.0411,19.57639,132.941,0.000464
156.0028,19.59028,133.008,0.00046
156.0607,19.60417,133.074,0.000461
156.0826,19.61805,133.141,0.000463
156.0885,19.63194,133.208,0.000459
156.1423,19.64583,133.274,0.000461
156.1459,19.65972,133.341,0.000464
156.075,19.67361,133.408,0.000458
156.1268,19.6875,133.474,0.000463
156.1221,19.70139,133.541,0.000463
156.1118,19.71528,133.608,0.000458
156.1363,19.72917,133.674,0.000459
156.2344,19.74306,133.741,0.000463
156.1321,19.75694,133.808,0.000459
156.1339,19.77083,133.874,0.00046
156.1782,19.78472,133.941,0.000462
156.1983,19.79861,134.008,0.000459
156.2409,19.8125,134.074,0.000461
156.2647,19.82639,134.141,0.000463
156.2144,19.84028,134.208,0.000458
156.3052,19.85417,134.274,0.000461
156.3048,19.86806,134.341,0.000463
156.3057,19.88195,134.408,0.000458
156.321,19.89583,134.474,0.000462
156.3652,19.90972,134.541,0.000462
156.3236,19.92361,134.608,0.000458
156.3825,19.9375,134.674,0.000461
156.3889,19.95139,134.741,0.000463
156.3972,19.96528,134.808,0.000459
156.4299,19.97917,134.874,0.00046
156.4458,19.99306,134.941,0.000465
156.431,20.00695,135.008,0.000458
156.4623,20.02083,135.074,0.000461
156.476,20.03472,135.141,0.000462
156.4713,20.04861,135.208,0.000458
156.5065,20.0625,135.274,0.000462
156.5552,20.07639,135.341,0.000462
156.5202,20.09028,135.408,0.000459
156.5417,20.11111,135.474,0.000461
156.5601,20.125,135.541,0.000464
156.5298,20.13889,135.608,0.000459
156.558,20.15278,135.674,0.000459
156.5963,20.16667,135.741,0.000462
156.577,20.18056,135.808,0.000457
156.6048,20.19444,135.874,0.000459
156.6264,20.20833,135.941,0.000461
156.6231,20.22222,136.008,0.000459
156.644,20.23611,136.074,0.000461
156.6948,20.25,136.141,0.000462
156.6476,20.26389,136.208,0.000459
156.6746,20.27778,136.274,0.000461
156.6949,20.29167,136.341,0.000463
156.6698,20.30556,136.408,0.000457
156.718,20.31945,136.474,0.000462
156.759,20.33333,136.541,0.000464
156.7248,20.34722,136.608,0.00046
156.7688,20.36111,136.674,0.000461
156.8039,20.375,136.741,0.000463
156.7884,20.38889,136.808,0.000457
156.831,20.40278,136.874,0.000463
156.8967,20.41667,136.941,0.000463
156.8693,20.43056,137.008,0.000458
156.8666,20.44445,137.074,0.000462
156.8873,20.45833,137.141,0.000464
156.8419,20.47222,137.208,0.000457
156.8924,20.48611,137.274,0.000461
156.9039,20.5,137.341,0.000465
156.8866,20.51389,137.408,0.000459
156.9675,20.52778,137.474,0.000462
156.9934,20.54167,137.541,0.000463
156.922,20.55556,137.608,0.00046
156.9605,20.56944,137.674,0.000463
156.9818,20.58333,137.741,0.000466
156.9283,20.59722,137.808,0.000461
156.9936,20.61111,137.874,0.000463
157.057,20.625,137.941,0.000461
157.0346,20.63889,138.008,0.000459
157.0689,20.65278,138.074,0.000463
157.0918,20.66667,138.141,0.000464
157.0407,20.68056,138.208,0.000458
157.0312,20.69444,138.274,0.000464
157.0393,20.70833,138.341,0.000463
157.044,20.72222,138.408,0.00046
157.0816,20.73611,138.474,0.000461
157.1371,20.75,138.541,0.000462
157.0996,20.76389,138.608,0.000458
157.1362,20.77778,138.674,0.000461
157.115,20.79167,138.741,0.000466
157.1166,20.80556,138.808,0.000461
157.1487,20.81944,138.874,0.000464
157.1723,20.83333,138.941,0.000462
157.1659,20.84722,139.008,0.000459
157.2358,20.86111,139.074,0.000461
157.2509,20.875,139.141,0.000462
157.2185,20.88889,139.208,0.000458
157.2406,20.90278,139.274,0.00046
157.262,20.91667,139.341,0.000462
157.2345,20.93055,139.408,0.000459
157.2684,20.94444,139.474,0.00046
157.314,20.95833,139.541,0.000463
157.2925,20.97917,139.608,0.000458
157.3015,20.98611,139.674,0.00046
157.3388,21.00694,139.741,0.000463
157.2871,21.02083,139.808,0.000457
157.3216,21.03472,139.874,0.000461
157.3534,21.04861,139.941,0.000462
157.3177,21.0625,140.008,0.000458
157.3694,21.06944,140.074,0.000463
157.4203,21.09028,140.141,0.000464
157.391,21.10417,140.208,0.000459
157.4136,21.11806,140.274,0.000459
157.4167,21.13194,140.341,0.000464
157.3889,21.14583,140.408,0.00046
157.4126,21.15972,140.474,0.00046
157.4472,21.17361,140.541,0.000464
157.4257,21.1875,140.608,0.000461
157.4747,21.20139,140.674,0.000458
157.5078,21.21528,140.741,0.000464
157.487,21.22917,140.808,0.000458
157.5041,21.24306,140.874,0.00046
157.5085,21.25694,140.941,0.000464
157.4835,21.27083,141.008,0.000459
157.5188,21.28472,141.074,0.000461
157.5666,21.29861,141.141,0.000463
157.5343,21.3125,141.208,0.000458
157.5588,21.32639,141.274,0.000462
157.5659,21.34028,141.341,0.000465
157.578,21.35417,141.408,0.00046
157.5748,21.36805,141.474,0.000459
157.6046,21.38194,141.541,0.000462
157.5623,21.39583,141.608,0.000461
157.634,21.40972,141.674,0.000458
157.6355,21.42361,141.741,0.000463
157.6129,21.4375,141.808,0.000458
157.6228,21.45139,141.874,0.000459
157.6541,21.46528,141.941,0.000464
157.592,21.47917,142.008,0.000459
157.6389,21.49305,142.074,0.000462
157.6769,21.50694,142.141,0.000464
157.7126,21.52083,142.208,0.000459
157.7026,21.53472,142.274,0.00046
157.7529,21.54861,142.341,0.000464
157.6818,21.5625,142.408,0.000459
157.7328,21.57639,142.474,0.000459
157.7082,21.59028,142.541,0.000462
157.7041,21.60417,142.608,0.00046
157.7244,21.61806,142.674,0.00046
157.7873,21.63194,142.741,0.000462
157.7464,21.64583,142.808,0.00046
157.7689,21.65972,142.874,0.000458
157.7862,21.67361,142.941,0.000464
157.7535,21.6875,143.008,0.000459
157.7623,21.70139,143.074,0.000462
157.8152,21.71528,143.141,0.000463
157.8044,21.72917,143.208,0.000459
157.8214,21.74306,143.274,0.000461
157.8489,21.75695,143.341,0.000464
157.8383,21.77083,143.408,0.000458
157.8423,21.78472,143.474,0.000461
157.8915,21.79861,143.541,0.000463
157.8462,21.81944,143.608,0.000459
157.8588,21.83333,143.674,0.000461
157.897,21.84028,143.741,0.000463
157.9076,21.85417,143.808,0.000458
157.9112,21.86806,143.874,0.000458
157.9629,21.88889,143.941,0.000462
157.9097,21.90278,144.008,0.00046
157.9411,21.91667,144.074,0.000457
157.953,21.93055,144.141,0.000463
157.922,21.94444,144.208,0.000458
157.9362,21.95833,144.274,0.000461
158.0166,21.97222,144.341,0.000465
157.9883,21.98611,144.408,0.000462
158.0081,22,144.474,0.000458
158.0276,22.01389,144.541,0.000462
157.9902,22.02778,144.608,0.000461
158.0097,22.04167,144.674,0.000461
158.038,22.05556,144.741,0.000463
158.0125,22.06944,144.808,0.00046
158.0562,22.08333,144.874,0.000461
158.1013,22.09722,144.941,0.000463
158.0774,22.11111,145.008,0.000458
158.0724,22.125,145.074,0.000458
158.1311,22.13889,145.141,0.000464
158.107,22.15278,145.208,0.00046
158.1105,22.16667,145.274,0.000461
158.1703,22.18056,145.341,0.000463
158.1511,22.19445,145.408,0.00046
158.1621,22.20833,145.474,0.00046
158.1902,22.22222,145.541,0.000464
158.1681,22.23611,145.608,0.00046
158.1543,22.25,145.674,0.000457
158.1826,22.26389,145.741,0.000464
158.1662,22.27778,145.808,0.000459
158.1528,22.29167,145.874,0.000461
158.2007,22.30556,145.941,0.000464
158.1832,22.31944,146.008,0.00046
158.1976,22.33333,146.074,0.000459
158.2104,22.34722,146.141,0.000465
158.2015,22.36111,146.208,0.000462
158.1905,22.375,146.274,0.000459
158.2206,22.38889,146.341,0.000463
158.1968,22.40278,146.408,0.000459
158.1919,22.41667,146.474,0.000458
158.2024,22.43056,146.541,0.000463
158.2069,22.44444,146.608,0.000462
158.189,22.45833,146.674,0.000459
158.2594,22.47222,146.741,0.000462
158.1902,22.48611,146.808,0.000461
158.1973,22.5,146.874,0.000457
158.26,22.51389,146.941,0.000463
158.245,22.52778,147.008,0.00046
158.2586,22.54167,147.074,0.000457
158.3213,22.55556,147.141,0.000464
158.2768,22.56944,147.208,0.00046
158.2999,22.58333,147.274,0.000459
158.3403,22.59722,147.341,0.000464
158.3107,22.61111,147.408,0.000462
158.3123,22.625,147.474,0.000458
158.3619,22.63889,147.541,0.000463
158.332,22.65278,147.608,0.000462
158.3355,22.66667,147.674,0.000461
158.3761,22.68056,147.741,0.000462
158.3635,22.70139,147.808,0.00046
158.3631,22.70833,147.874,0.000459
158.4088,22.72222,147.941,0.000462
158.3971,22.73611,148.008,0.000462
158.3889,22.75695,148.074,0.000461
158.4369,22.76389,148.141,0.000461
158.4314,22.78472,148.208,0.000463
158.3715,22.79861,148.274,0.000459
158.4155,22.8125,148.341,0.000462
158.4183,22.82639,148.408,0.00046
158.3853,22.84028,148.474,0.00046
158.4704,22.85417,148.541,0.000464
158.4752,22.86806,148.608,0.000463
158.4593,22.88194,148.674,0.000458
158.5005,22.89583,148.741,0.000463
158.4807,22.90972,148.808,0.000463
158.47,22.92361,148.874,0.000457
158.5012,22.9375,148.941,0.000462
158.5064,22.95139,149.008,0.000461
158.4824,22.96528,149.074,0.000458
158.5566,22.97917,149.141,0.000462
158.5405,22.99306,149.208,0.00046
158.5083,23.00694,149.274,0.000458
158.5574,23.02083,149.341,0.000462
158.5421,23.03472,149.408,0.00046
158.5313,23.04861,149.474,0.000458
158.5739,23.0625,149.541,0.000462
158.5765,23.07639,149.608,0.000462
158.5663,23.09028,149.674,0.000457
158.6067,23.10417,149.741,0.000461
158.6016,23.11806,149.808,0.000461
158.591,23.13194,149.874,0.000456
158.6223,23.14583,149.941,0.000463
158.5937,23.15972,150.008,0.000462
158.5887,23.17361,150.074,0.00046
158.6543,23.1875,150.141,0.000463
158.6202,23.20139,150.208,0.00046
158.6288,23.21528,150.274,0.000459
158.6394,23.22917,150.341,0.000463
158.6202,23.24305,150.408,0.000462
158.5846,23.25694,150.474,0.000459
158.6511,23.27083,150.541,0.000461
158.6293,23.28472,150.608,0.00046
158.6494,23.29861,150.674,0.000457
158.6428,23.3125,150.741,0.000462
158.6372,23.32639,150.808,0.000462
158.594,23.34028,150.874,0.000458
158.6489,23.35417,150.941,0.000463
158.6483,23.36806,151.008,0.000462
158.6289,23.38194,151.074,0.000457
158.6613,23.39583,151.141,0.000463
158.6932,23.40972,151.208,0.000462
158.6758,23.42361,151.274,0.000459
158.7235,23.4375,151.341,0.000461
158.7046,23.45139,151.408,0.000463
158.6817,23.46528,151.474,0.000458
158.6622,23.47917,151.541,0.000462
158.7005,23.49306,151.608,0.000461
158.6786,23.50695,151.674,0.000458
158.7676,23.52083,151.741,0.000462
158.7555,23.53472,151.808,0.000462
158.7215,23.54861,151.874,0.000457
158.7672,23.5625,151.941,0.000461
158.7683,23.57639,152.008,0.000465
158.7314,23.59028,152.074,0.000458
158.7862,23.61111,152.141,0.000462
158.7766,23.61806,152.208,0.00046
158.7786,23.63195,152.274,0.00046
158.8262,23.64583,152.341,0.000461
158.8132,23.66667,152.408,0.000464
158.7776,23.68055,152.474,0.000457
158.8244,23.69444,152.541,0.00046
158.8011,23.70833,152.608,0.000462
158.7871,23.72222,152.674,0.000457
158.7928,23.73611,152.741,0.000463
158.8435,23.75,152.808,0.000462
158.8074,23.76389,152.874,0.000457
158.8471,23.77778,152.941,0.000461
158.8722,23.79167,153.008,0.000462
158.8134,23.80555,153.074,0.000459
158.8572,23.81944,153.141,0.000464
158.8444,23.83333,153.208,0.000464
158.8273,23.84722,153.274,0.000459
158.8892,23.86111,153.341,0.000461
158.8921,23.875,153.408,0.000462
158.8752,23.88889,153.474,0.000459
158.8951,23.90278,153.541,0.000463
158.925,23.91667,153.608,0.000463
158.4099,23.9375,153.674,0.000459
158.4377,23.94444,153.741,0.000462
158.6535,23.95833,153.808,0.000462
158.8246,23.97222,153.874,0.000457
158.9214,23.98611,153.941,0.00046
158.9458,24,154.008,0.000463
158.9377,24.01389,154.074,0.000459
158.9605,24.02778,154.141,0.00046
158.9477,24.04167,154.208,0.000463
158.9149,24.05556,154.274,0.000458
158.9485,24.06945,154.341,0.000462
158.9761,24.08333,154.408,0.000463
158.9185,24.09722,154.474,0.000458
158.9608,24.11111,154.541,0.00046
158.9415,24.125,154.608,0.000462
158.9155,24.13889,154.674,0.000457
158.9534,24.15278,154.741,0.000462
158.9758,24.16667,154.808,0.000462
158.9733,24.18056,154.874,0.000459
159.0073,24.19444,154.941,0.00046
159.0029,24.20833,155.008,0.000465
158.9752,24.22222,155.074,0.000458
158.981,24.23611,155.141,0.00046
158.9707,24.25,155.208,0.000462
158.9442,24.26389,155.274,0.000458
158.961,24.27778,155.341,0.000462
159.0043,24.29167,155.408,0.000462
158.9829,24.30556,155.474,0.000458
159.0197,24.31944,155.541,0.000459
159.0316,24.33333,155.608,0.000463
158.9893,24.34722,155.674,0.000459
159.0148,24.36111,155.741,0.000461
159.0079,24.375,155.808,0.000462
158.9808,24.38889,155.874,0.000458
159.0307,24.40278,155.941,0.00046
159.0795,24.41667,156.008,0.000462
