Load,Actuator,Time,Strain
102.4083,8.319444,46.757,0.00582793
102.6555,8.319444,46.823,0.005831559
103.9111,8.319444,46.89,0.005838131
105.884,8.326389,46.957,0.00585591
107.7149,8.333334,47.023,0.005877485
108.8949,8.340278,47.09,0.005899584
109.0344,8.347223,47.157,0.005925302
108.7825,8.347223,47.223,0.005950839
107.756,8.347223,47.29,0.005960814
105.5612,8.347223,47.357,0.005949614
103.3018,8.333334,47.423,0.005935875
102.3873,8.333334,47.49,0.00592263
102.0852,8.333334,47.557,0.005921248
102.686,8.326389,47.623,0.005925795
104.8203,8.333334,47.69,0.005942403
106.8901,8.340278,47.757,0.005959972
108.6234,8.354167,47.823,0.005989657
109.2764,8.361111,47.89,0.006018959
108.8666,8.361111,47.957,0.006036916
107.7012,8.361111,48.023,0.00605475
105.2045,8.354167,48.09,0.006040576
103.1216,8.347223,48.157,0.006021559
102.2966,8.340278,48.223,0.006018019
102.362,8.340278,48.29,0.006018487
103.3476,8.340278,48.357,0.006022771
105.1646,8.347223,48.423,0.006039867
106.9625,8.354167,48.49,0.006055527
108.2253,8.361111,48.557,0.006071628
108.9125,8.368055,48.623,0.006097964
108.8953,8.368055,48.69,0.006116742
108.523,8.368055,48.757,0.006131353
107.6436,8.368055,48.823,0.006145336
105.7869,8.368055,48.89,0.006134606
103.8312,8.361111,48.957,0.006118426
102.8414,8.354167,49.023,0.00611361
103.0637,8.354167,49.09,0.006113339
104.366,8.354167,49.157,0.006121201
106.3036,8.361111,49.223,0.006142185
108.0502,8.368055,49.29,0.006160024
109.244,8.381944,49.357,0.006187126
109.2993,8.381944,49.423,0.006221099
108.7583,8.381944,49.49,0.006240684
106.9958,8.381944,49.557,0.006246043
104.172,8.375,49.623,0.006226699
102.187,8.368055,49.69,0.006207772
101.6043,8.361111,49.757,0.006200614
101.7853,8.361111,49.823,0.006204852
102.9694,8.361111,49.89,0.006213999
104.9993,8.368055,49.957,0.006228119
106.9345,8.375,50.023,0.006251048
108.3275,8.381944,50.09,0.006271994
108.9503,8.388889,50.157,0.00629204
109.0191,8.388889,50.223,0.006317088
107.9607,8.395833,50.29,0.006330304
105.7955,8.388889,50.357,0.006317518
104.1016,8.381944,50.423,0.00630981
103.2979,8.381944,50.49,0.006304383
102.9796,8.381944,50.557,0.006298363
103.0846,8.381944,50.623,0.006303952
104.0606,8.381944,50.69,0.006309875
106.1165,8.381944,50.757,0.006325032
108.5305,8.395833,50.823,0.006355239
109.7837,8.402778,50.89,0.006390779
109.4798,8.409722,50.957,0.006429935
108.1029,8.409722,51.023,0.00644966
104.8954,8.402778,51.09,0.006432527
102.0619,8.388889,51.157,0.006405433
100.485,8.381944,51.223,0.006399807
99.88534,8.375,51.29,0.006390939
100.6782,8.375,51.357,0.006391274
102.4409,8.381944,51.423,0.006411016
104.242,8.388889,51.49,0.006423834
106.0094,8.395833,51.557,0.006439471
107.3501,8.402778,51.623,0.006457365
108.2546,8.409722,51.69,0.006474619
108.4988,8.409722,51.757,0.006485824
108.5514,8.416667,51.823,0.006507724
107.6416,8.416667,51.89,0.006515285
106.2354,8.416667,51.957,0.006507745
105.3048,8.409722,52.023,0.006508295
104.8785,8.409722,52.09,0.006502724
104.859,8.409722,52.157,0.006499562
105.6098,8.409722,52.223,0.006505596
107.19,8.409722,52.29,0.006522891
108.9741,8.416667,52.357,0.006547628
109.9364,8.430555,52.423,0.00658638
109.4967,8.430555,52.49,0.006618965
108.1418,8.430555,52.557,0.006635719
105.1141,8.423612,52.623,0.006620007
102.2917,8.409722,52.69,0.006596955
100.6764,8.402778,52.757,0.006580292
100.5397,8.402778,52.823,0.006583536
101.0486,8.402778,52.89,0.006585845
102.6496,8.402778,52.957,0.006595128
104.8682,8.409722,53.023,0.006617167
106.853,8.423612,53.09,0.006637676
108.0714,8.430555,53.157,0.006651307
108.7665,8.430555,53.223,0.006674334
108.6795,8.4375,53.29,0.006692723
108.2083,8.4375,53.357,0.006699705
107.04,8.4375,53.423,0.006703947
105.4649,8.4375,53.49,0.00669529
104.5896,8.430555,53.557,0.006688694
104.3539,8.430555,53.623,0.006688689
104.5772,8.430555,53.69,0.006689934
105.7879,8.430555,53.757,0.00669633
107.8093,8.4375,53.823,0.006717833
109.4425,8.444444,53.89,0.006745259
109.9387,8.451389,53.957,0.006781514
109.3291,8.458333,54.023,0.006817998
106.8688,8.451389,54.09,0.00681837
104.0237,8.444444,54.157,0.006793487
101.9721,8.4375,54.223,0.006780211
101.1666,8.430555,54.29,0.006773366
101.0166,8.430555,54.357,0.006768361
101.7919,8.430555,54.423,0.006776102
103.5618,8.430555,54.49,0.006789556
105.9808,8.4375,54.557,0.006807374
107.9063,8.451389,54.623,0.006834315
108.905,8.458333,54.69,0.006856014
109.1615,8.458333,54.757,0.006876112
108.7725,8.465278,54.823,0.006894765
107.0523,8.465278,54.89,0.006896546
105.0977,8.458333,54.957,0.006880168
104.0522,8.451389,55.023,0.00687785
103.731,8.451389,55.09,0.006874065
103.8323,8.451389,55.157,0.006871228
104.9224,8.451389,55.223,0.006880345
106.8486,8.458333,55.29,0.00689707
108.7555,8.465278,55.357,0.006918681
109.774,8.472222,55.423,0.006954583
109.5211,8.479167,55.49,0.006985443
108.4324,8.479167,55.557,0.006999132
105.931,8.472222,55.623,0.006991955
103.492,8.465278,55.69,0.006975565
102.1669,8.458333,55.757,0.006960317
101.8278,8.451389,55.823,0.006960948
102.7822,8.451389,55.89,0.006965461
104.3629,8.458333,55.957,0.006975958
106.1469,8.465278,56.023,0.006995109
107.6273,8.472222,56.09,0.007011408
108.469,8.479167,56.157,0.00702414
109.0866,8.486111,56.223,0.007046822
108.8596,8.486111,56.29,0.007063521
108.3858,8.486111,56.357,0.007070531
107.4881,8.486111,56.423,0.007081033
106.0744,8.486111,56.49,0.007076206
104.5199,8.479167,56.557,0.007060774
104.3051,8.479167,56.623,0.007064716
104.5235,8.479167,56.69,0.007066421
105.7644,8.479167,56.757,0.007068791
107.6963,8.486111,56.823,0.00709428
109.2256,8.493056,56.89,0.007120821
109.6891,8.5,56.957,0.007152188
109.2239,8.506944,57.023,0.007182859
107.1083,8.506944,57.09,0.007185648
104.4954,8.493056,57.157,0.007164663
102.7055,8.486111,57.223,0.007153853
101.9573,8.479167,57.29,0.007148382
102.3206,8.479167,57.357,0.00714619
103.6856,8.479167,57.423,0.007158711
105.3349,8.486111,57.49,0.007173421
106.9871,8.493056,57.557,0.007187737
108.3185,8.5,57.623,0.007209844
108.8109,8.506944,57.69,0.007227954
109.0415,8.506944,57.757,0.007242466
108.7357,8.513889,57.823,0.007263134
107.4169,8.513889,57.89,0.00726673
105.5664,8.506944,57.957,0.00725454
104.6883,8.506944,58.023,0.007253455
104.1173,8.506944,58.09,0.007249257
104.4497,8.5,58.157,0.007244195
106.1165,8.506944,58.223,0.00726182
107.8428,8.513889,58.29,0.007280383
109.1709,8.513889,58.357,0.007298174
109.7701,8.527778,58.423,0.007338218
109.2094,8.527778,58.49,0.007360192
107.7927,8.527778,58.557,0.007366881
105.3063,8.520833,58.623,0.007351263
103.3879,8.513889,58.69,0.007337494
102.4746,8.506944,58.757,0.007326514
102.7469,8.506944,58.823,0.007331629
103.9868,8.506944,58.89,0.007341153
105.8124,8.513889,58.957,0.007354094
107.6452,8.520833,59.023,0.007373922
108.858,8.527778,59.09,0.007399226
109.1306,8.534722,59.157,0.007416334
109.0602,8.534722,59.223,0.007434854
108.6201,8.534722,59.29,0.007451585
107.3768,8.534722,59.357,0.007450092
105.5475,8.534722,59.423,0.007445063
103.9221,8.527778,59.49,0.007433618
103.1968,8.527778,59.557,0.007423066
103.3781,8.520833,59.623,0.007424846
105.1719,8.527778,59.69,0.007440752
107.156,8.534722,59.757,0.007454148
108.9577,8.541667,59.823,0.007481804
109.879,8.548611,59.89,0.007513207
109.4727,8.555556,59.957,0.007537227
108.3347,8.555556,60.023,0.007553706
105.8162,8.548611,60.09,0.007544279
103.6584,8.541667,60.157,0.007526212
102.5471,8.534722,60.223,0.007517464
102.4504,8.534722,60.29,0.007518615
103.0382,8.534722,60.357,0.007518434
104.6382,8.534722,60.423,0.00753436
106.7609,8.541667,60.49,0.007551491
108.4638,8.555556,60.557,0.007572962
109.231,8.5625,60.623,0.007596363
109.1122,8.5625,60.69,0.007620057
108.673,8.5625,60.757,0.007629264
107.7029,8.5625,60.823,0.007638365
105.9601,8.5625,60.89,0.007630489
104.3969,8.555556,60.957,0.007615257
103.6693,8.555556,61.023,0.007611845
103.628,8.548611,61.09,0.007613999
105.1211,8.548611,61.157,0.007620231
107.0238,8.555556,61.223,0.00763842
108.7484,8.5625,61.29,0.007663161
109.823,8.576388,61.357,0.007691747
109.7431,8.583333,61.423,0.007723947
108.5059,8.583333,61.49,0.007743204
105.9937,8.576388,61.557,0.007728731
103.8516,8.569445,61.623,0.007715122
102.5797,8.5625,61.69,0.007706499
102.2199,8.5625,61.757,0.007698388
102.4217,8.5625,61.823,0.007701517
103.7724,8.5625,61.89,0.007709742
105.9793,8.5625,61.957,0.007727313
108.1867,8.576388,62.023,0.007751895
109.4463,8.590278,62.09,0.007781718
109.461,8.590278,62.157,0.007802694
109.0454,8.590278,62.223,0.007822991
107.7644,8.590278,62.29,0.007834749
105.3447,8.590278,62.357,0.007815249
103.1614,8.576388,62.423,0.007801247
102.3484,8.576388,62.49,0.007797892
102.101,8.569445,62.557,0.007790691
103.5461,8.569445,62.623,0.007803536
105.5397,8.576388,62.69,0.007820759
107.4265,8.583333,62.757,0.007836343
109.0016,8.597222,62.823,0.007858582
109.4554,8.604167,62.89,0.007887183
109.0641,8.604167,62.957,0.007905454
108.433,8.604167,63.023,0.007919416
106.7452,8.604167,63.09,0.007917685
104.5899,8.597222,63.157,0.007899123
103.6773,8.590278,63.223,0.007892536
103.6493,8.590278,63.29,0.007893444
104.3505,8.590278,63.357,0.007893202
106.001,8.590278,63.423,0.007909485
107.8974,8.604167,63.49,0.007930968
109.1128,8.611111,63.557,0.007949904
109.7669,8.618056,63.623,0.007980401
109.3284,8.618056,63.69,0.008005341
108.3314,8.618056,63.757,0.008016636
106.2022,8.618056,63.823,0.008009139
103.8506,8.611111,63.89,0.007993499
102.6026,8.604167,63.957,0.007976379
102.3828,8.597222,64.023,0.007979213
103.6166,8.597222,64.09,0.00798845
105.3183,8.604167,64.157,0.007999126
107.152,8.611111,64.223,0.008018206
108.7279,8.618056,64.29,0.008044317
109.3744,8.625,64.357,0.008065482
109.1475,8.631945,64.423,0.008085911
108.2478,8.631945,64.49,0.008100227
106.4576,8.631945,64.557,0.008090787
104.9183,8.625,64.623,0.008081119
104.2747,8.618056,64.69,0.008079504
104.2824,8.618056,64.757,0.008075492
105.0946,8.618056,64.823,0.008079214
106.6806,8.618056,64.89,0.008101651
108.3061,8.631945,64.957,0.00811309
109.3841,8.638889,65.023,0.008137866
109.6376,8.638889,65.09,0.00816816
109.1444,8.645833,65.157,0.008185539
107.6258,8.645833,65.223,0.008190435
105.4457,8.638889,65.29,0.008184125
103.8671,8.631945,65.357,0.008166325
103.2903,8.631945,65.423,0.008161845
103.3732,8.625,65.49,0.008164961
104.9342,8.631945,65.557,0.008171209
106.6664,8.631945,65.623,0.008189091
108.3916,8.638889,65.69,0.008213032
109.5311,8.652777,65.757,0.008235529
109.5903,8.659722,65.823,0.008262557
108.7815,8.659722,65.89,0.008281205
106.7979,8.652777,65.957,0.008272076
105.1747,8.652777,66.023,0.008262538
104.1914,8.645833,66.09,0.008256374
103.8173,8.645833,66.157,0.008251751
103.9886,8.645833,66.223,0.008253042
105.2325,8.645833,66.29,0.008264741
107.2761,8.645833,66.357,0.008274879
109.2368,8.659722,66.423,0.008303155
110.1195,8.666666,66.49,0.008340477
109.761,8.673611,66.557,0.008364445
108.5659,8.673611,66.623,0.008379319
106.0433,8.666666,66.69,0.008369198
103.9196,8.659722,66.757,0.008348536
102.8031,8.652777,66.823,0.008340072
102.7581,8.652777,66.89,0.008345685
103.4066,8.652777,66.957,0.008343272
105.0283,8.652777,67.023,0.008354647
107.0116,8.659722,67.09,0.008378534
108.689,8.673611,67.157,0.008394853
109.6544,8.680556,67.223,0.008416023
109.7726,8.680556,67.29,0.008441343
109.3762,8.6875,67.357,0.008454452
107.7764,8.6875,67.423,0.008458528
105.9428,8.680556,67.49,0.008451429
104.7669,8.673611,67.557,0.008437567
104.6179,8.673611,67.623,0.00843956
104.9628,8.673611,67.69,0.008441444
106.2116,8.673611,67.757,0.008446496
108.0159,8.680556,67.823,0.008467483
109.4061,8.6875,67.89,0.008491329
110.0283,8.694445,67.957,0.008515229
109.8689,8.701389,68.023,0.008540878
108.8779,8.701389,68.09,0.00855392
106.8443,8.701389,68.157,0.008540514
105.1802,8.694445,68.223,0.008528866
104.317,8.6875,68.29,0.008528241
104.2424,8.6875,68.357,0.008522933
104.9981,8.6875,68.423,0.008525642
106.6791,8.6875,68.49,0.008544474
108.6598,8.694445,68.557,0.008562374
110.1069,8.708334,68.623,0.008588963
110.2848,8.715278,68.69,0.008620066
109.7604,8.715278,68.757,0.008629649
108.8165,8.715278,68.823,0.008640324
106.9514,8.715278,68.89,0.008635527
105.0843,8.708334,68.957,0.008616985
104.4486,8.701389,69.023,0.008613602
104.7087,8.701389,69.09,0.008617347
105.9106,8.701389,69.157,0.008621764
107.6649,8.708334,69.223,0.008638385
109.2312,8.715278,69.29,0.008661532
110.0865,8.722222,69.357,0.008678504
110.176,8.729166,69.423,0.008703588
109.7637,8.729166,69.49,0.00872212
109.0028,8.729166,69.557,0.008727009
107.5498,8.729166,69.623,0.008720153
105.7873,8.722222,69.69,0.00871325
105.1123,8.722222,69.757,0.008702495
105.0733,8.722222,69.823,0.008704864
105.8564,8.722222,69.89,0.008714648
107.5166,8.722222,69.957,0.008721887
109.5461,8.736111,70.023,0.008746761
110.6931,8.743055,70.09,0.008781598
110.5419,8.75,70.157,0.008804059
109.8195,8.75,70.223,0.008822717
108.1061,8.75,70.29,0.008823484
105.821,8.743055,70.357,0.008805764
104.5276,8.736111,70.423,0.008795205
104.1465,8.736111,70.49,0.008795736
104.2566,8.736111,70.557,0.008791226
105.4518,8.736111,70.623,0.008800617
107.5525,8.743055,70.69,0.008821768
109.5461,8.75,70.757,0.008840122
110.5909,8.756945,70.823,0.008869228
110.513,8.763889,70.89,0.008899567
109.9418,8.763889,70.957,0.008909687
108.6523,8.763889,71.023,0.008913584
106.5429,8.763889,71.09,0.008902163
104.8599,8.756945,71.157,0.008887417
104.3995,8.75,71.223,0.008884968
104.7857,8.75,71.29,0.008890392
106.1308,8.75,71.357,0.008895565
107.8912,8.756945,71.423,0.008913397
109.5578,8.763889,71.49,0.008938383
110.4259,8.777778,71.557,0.008957181
110.3555,8.777778,71.623,0.008978007
109.9857,8.777778,71.69,0.008996538
109.2702,8.777778,71.757,0.009000886
107.8821,8.777778,71.823,0.008997904
106.1506,8.777778,71.89,0.008989121
105.2547,8.770834,71.957,0.008978901
105.2513,8.770834,72.023,0.008974941
106.1601,8.770834,72.09,0.00898637
107.9645,8.770834,72.157,0.008998675
109.8582,8.784723,72.223,0.009021422
110.8645,8.791666,72.29,0.009052604
110.7431,8.798611,72.357,0.009077782
110.1555,8.798611,72.423,0.009091782
108.8791,8.798611,72.49,0.009099721
106.7343,8.798611,72.557,0.009082663
105.1123,8.791666,72.623,0.009070217
104.668,8.784723,72.69,0.009071277
105.033,8.784723,72.757,0.00906898
106.4613,8.784723,72.823,0.009078241
108.3479,8.791666,72.89,0.009101587
109.9167,8.798611,72.957,0.009118116
110.7196,8.8125,73.023,0.00914143
110.5739,8.8125,73.09,0.009164307
110.1398,8.8125,73.157,0.009173744
109.4952,8.8125,73.223,0.009181483
108.1141,8.8125,73.29,0.00918716
106.3681,8.8125,73.357,0.009169815
105.3595,8.805555,73.423,0.009165011
105.2794,8.805555,73.49,0.009166595
105.95,8.805555,73.557,0.009165885
107.5828,8.805555,73.623,0.009180927
109.5529,8.819444,73.69,0.009204852
110.6783,8.826389,73.757,0.009227254
110.845,8.833333,73.823,0.009250217
110.2844,8.833333,73.89,0.009270626
109.5489,8.833333,73.957,0.00927676
108.0907,8.833333,74.023,0.009274888
106.3187,8.833333,74.09,0.009267682
105.1381,8.826389,74.157,0.009253359
105.0043,8.826389,74.223,0.009253348
105.7248,8.826389,74.29,0.009261216
107.4014,8.826389,74.357,0.009270799
109.4474,8.840278,74.423,0.009292586
110.6611,8.847223,74.49,0.009324506
110.6422,8.854167,74.557,0.009342643
110.1892,8.854167,74.623,0.009356106
109.5749,8.861111,74.69,0.009371171
107.4048,8.854167,74.757,0.009355312
106.241,8.854167,74.823,0.00934783
105.5367,8.854167,74.89,0.009345101
105.9454,8.847223,74.957,0.009344073
107.4033,8.847223,75.023,0.009352656
109.0706,8.861111,75.09,0.00937644
110.2661,8.868055,75.157,0.009393627
110.6226,8.875,75.223,0.009415076
110.4099,8.875,75.29,0.009436551
109.6829,8.881944,75.357,0.009440595
108.4879,8.881944,75.423,0.00943739
107.3606,8.881944,75.49,0.009437033
106.6429,8.875,75.557,0.009428642
107.0671,8.875,75.623,0.009430468
108.3738,8.875,75.69,0.009446642
109.6586,8.881944,75.757,0.009458251
110.4451,8.895833,75.823,0.0094781
110.6215,8.895833,75.89,0.009499556
110.2261,8.902778,75.957,0.009506834
109.6548,8.902778,76.023,0.009512365
109.2078,8.902778,76.09,0.009523651
108.8058,8.902778,76.157,0.009521946
108.5948,8.902778,76.223,0.009524068
108.6663,8.909722,76.29,0.009535038
108.4419,8.909722,76.357,0.009534869
108.6039,8.909722,76.423,0.0095382
109.2851,8.916667,76.49,0.009550952
109.6857,8.923611,76.557,0.009558384
109.9155,8.923611,76.623,0.009566166
110.0536,8.930556,76.69,0.009579351
109.9409,8.9375,76.757,0.009583968
109.9185,8.944444,76.823,0.009588295
110.093,8.951389,76.89,0.009600674
110.1055,8.951389,76.957,0.009600681
110.1687,8.958333,77.023,0.009611219
110.3132,8.965278,77.09,0.009620508
110.3725,8.972222,77.157,0.009627175
110.5055,8.979167,77.223,0.009634029
110.7162,8.986111,77.29,0.009647832
110.828,8.993056,77.357,0.009652961
110.8795,9,77.423,0.009657918
110.9731,9.006944,77.49,0.009665858
111.1078,9.020833,77.557,0.009670914
111.2683,9.027778,77.623,0.009676577
111.4183,9.034722,77.69,0.009687593
111.627,9.041667,77.757,0.009693526
111.8432,9.055556,77.823,0.009699482
112.0145,9.0625,77.89,0.009717577
112.1585,9.069445,77.957,0.009725483
112.319,9.083333,78.023,0.009733381
112.4657,9.090277,78.09,0.009749188
112.5354,9.097222,78.157,0.009759229
112.5268,9.104167,78.223,0.00976505
112.6499,9.111111,78.29,0.009783665
112.5664,9.111111,78.357,0.009787884
112.5024,9.118056,78.423,0.009795618
112.6084,9.125,78.49,0.009809363
112.5382,9.125,78.557,0.009813601
112.5106,9.131945,78.623,0.009819905
112.6744,9.131945,78.69,0.009833176
112.6025,9.138889,78.757,0.009838681
112.8469,9.145834,78.823,0.009847465
112.8183,9.145834,78.89,0.009858476
112.8859,9.152777,78.957,0.009865614
112.9104,9.152777,79.023,0.009873827
112.8315,9.159722,79.09,0.009882448
112.918,9.159722,79.157,0.009892163
112.8759,9.166666,79.223,0.009897735
112.9846,9.166666,79.29,0.009910059
112.9639,9.173611,79.357,0.009916548
113.008,9.173611,79.423,0.009925598
113.0948,9.180555,79.49,0.009939306
112.9828,9.180555,79.557,0.009941292
113.1061,9.1875,79.623,0.009950758
112.9617,9.1875,79.69,0.009968891
113.1902,9.1875,79.757,0.009876455
114.1658,9.201389,79.823,0.010021831
113.9559,9.208334,79.89,0.010014296
113.237,9.208334,79.957,0.010052079
111.9335,9.208334,80.02,0.010118542
105.8394,9.1875,80.151,0.010559158
105.7946,9.1875,80.218,0.114698261
107.3012,9.1875,80.284,0.066859126
110.0652,9.194445,80.351,0.060915975
112.9427,9.215278,80.418,0.075041708
114.7074,9.229166,80.484,0.054356833
115.266,9.25,80.551,0.055431947
115.3299,9.263889,80.618,0.047985394
115.3998,9.277778,80.684,0.052586743
115.548,9.291667,80.751,0.053094341
115.5399,9.305555,80.818,0.048026722
115.6984,9.319444,80.884,0.050178259
115.8368,9.333333,80.951,0.118907541
115.9193,9.347222,81.018,0.140930936
115.9546,9.361112,81.084,0.183845777
116.1706,9.375,81.151,0.159593616
116.3022,9.388889,81.218,0.174124464
116.4561,9.402778,81.284,0.145069836
116.6257,9.416667,81.351,0.129686352
116.6531,9.430556,81.418,0.149790859
116.6671,9.444444,81.484,0.174360517
116.8982,9.458333,81.551,0.167313851
116.9232,9.472222,81.618,0.191201102
116.9865,9.486111,81.684,0.204771813
117.183,9.5,81.751,0.237836763
117.3154,9.513889,81.818,0.238179881
117.3339,9.527777,81.884,0.22317728
117.5288,9.541667,81.951,0.240702462
117.6017,9.555556,82.018,0.158042647
117.6549,9.569445,82.084,0.136950323
117.8106,9.583334,82.151,0.138754239
117.9305,9.597222,82.218,0.132595673
117.9689,9.611111,82.284,0.053050928
118.1463,9.625,82.351,0.166719277
118.234,9.638889,82.418,0.126831103
118.3185,9.652778,82.484,0.160678495
118.4501,9.666666,82.551,0.131182717
118.5381,9.680555,82.618,0.121157458
118.6399,9.694444,82.684,0.127124824
118.7699,9.708334,82.751,0.123595828
118.832,9.722223,82.818,0.122092906
118.9324,9.736111,82.884,0.122045334
119.0263,9.75,82.951,0.120334365
119.1415,9.763889,83.018,0.120424749
119.2158,9.777778,83.084,0.12158758
119.354,9.791667,83.151,0.121620894
119.4473,9.805555,83.218,0.118641248
119.5526,9.826389,83.284,0.112735741
119.6646,9.833333,83.351,0.105812177
119.7675,9.847222,83.418,0.101340497
119.8399,9.868056,83.484,0.100300172
119.9853,9.881944,83.551,0.100349076
120.0547,9.895833,83.618,0.101611503
120.1458,9.909722,83.684,0.101387566
120.2645,9.923611,83.751,0.101045342
120.3484,9.9375,83.818,0.101452302
120.4231,9.951388,83.884,0.102458838
120.576,9.965278,83.951,0.100394273
120.6366,9.979167,84.018,0.091117993
120.7364,9.993056,84.084,0.083877491
120.8626,10.00694,84.151,0.067037446
120.9187,10.02083,84.218,0.068926085
121.0141,10.03472,84.284,0.065734247
121.1602,10.04861,84.351,0.061437949
121.2112,10.0625,84.418,0.058102482
121.3433,10.07639,84.484,0.055814357
121.4473,10.09028,84.551,0.047082412
121.5002,10.10417,84.618,0.048310938
121.6105,10.11806,84.684,0.052786628
121.7333,10.13194,84.751,0.049452316
121.7825,10.14583,84.818,0.042205537
121.8552,10.15972,84.884,0.036592542
122.0107,10.17361,84.951,0.033809841
122.0642,10.1875,85.018,0.028975517
122.1609,10.20139,85.084,0.026415603
122.2754,10.21528,85.151,0.023486863
122.3567,10.22917,85.218,0.022188351
122.4269,10.24306,85.284,0.022540076
122.5586,10.25694,85.351,0.02182591
122.6099,10.27083,85.418,0.021358586
122.7195,10.28472,85.484,0.021005655
122.8431,10.29861,85.551,0.020494692
122.8714,10.3125,85.618,0.018767681
122.9636,10.32639,85.684,0.017468302
123.0698,10.34028,85.751,0.017210501
123.1336,10.35417,85.818,0.017005164
123.2117,10.36806,85.884,0.016543526
123.354,10.38194,85.951,0.014295554
123.4087,10.39583,86.018,0.011749795
123.5131,10.40972,86.084,0.010549685
123.6082,10.42361,86.151,0.008929879
123.6845,10.4375,86.218,0.008164349
123.7624,10.45139,86.284,0.005047031
123.867,10.46528,86.351,0.005220165
123.9236,10.47917,86.418,0.005848234
123.9689,10.49306,86.484,0.006041342
124.1278,10.50694,86.551,0.006022525
124.1954,10.52083,86.618,0.007977326
124.2306,10.53472,86.684,0.009659617
124.3708,10.54861,86.751,0.010998914
124.422,10.5625,86.818,0.012969933
124.4776,10.57639,86.884,0.016663087
124.6049,10.59028,86.951,0.028038414
124.6824,10.60417,87.018,0.031677492
124.7456,10.61806,87.084,0.028443658
124.9054,10.63194,87.151,0.021986964
124.9491,10.64583,87.218,0.013165544
125.0321,10.65972,87.284,0.009617029
125.1513,10.67361,87.351,0.011860793
125.1975,10.6875,87.418,0.010256802
125.2856,10.70139,87.484,0.013116279
125.3955,10.71528,87.551,0.011071205
125.4849,10.72917,87.618,0.011437543
125.563,10.74306,87.684,0.013891303
125.6696,10.75694,87.751,0.016260553
125.7414,10.77083,87.818,0.019765287
125.7973,10.78472,87.884,0.024291957
125.9334,10.80556,87.951,0.029054738
125.9757,10.8125,88.018,0.037987316
126.0416,10.83333,88.084,0.042000054
126.1689,10.84028,88.151,0.040426897
126.2321,10.86111,88.218,0.038869763
126.2825,10.86806,88.284,0.039899875
126.4187,10.88889,88.351,0.039782561
126.5014,10.90278,88.418,0.040041097
126.5426,10.91667,88.484,0.039191926
126.6548,10.93056,88.551,0.039609065
126.7098,10.94444,88.618,0.040110028
126.7978,10.95139,88.684,0.041118171
126.9238,10.97222,88.751,0.04082317
126.9943,10.98611,88.818,0.037925742
127.031,11,88.884,0.024227749
127.136,11.01389,88.951,0.020021556
127.2282,11.02778,89.018,0.014623657
127.2746,11.04167,89.084,0.00600003
127.4013,11.05556,89.151,0.000805731
127.461,11.06944,89.218,0.00073221
127.5434,11.08333,89.284,0.001056356
127.643,11.09722,89.351,0.0011832
127.6752,11.11111,89.418,0.001327206
127.7539,11.125,89.484,0.001362107
127.8501,11.13889,89.551,0.001564061
127.9109,11.15278,89.618,0.001861192
127.9845,11.16667,89.684,0.001994465
128.1151,11.18056,89.751,0.002011887
128.1764,11.19444,89.818,0.001815316
128.2293,11.20833,89.884,0.001564749
128.2571,11.22222,89.951,0.001400328
128.3307,11.23611,90.018,0.001301821
128.4031,11.25,90.084,0.001139109
128.5353,11.26389,90.151,0.000900317
128.6232,11.27778,90.218,0.000607807
128.7227,11.29167,90.284,0.000706634
128.8112,11.30556,90.351,0.000854676
128.8875,11.31944,90.418,0.00081752
128.9062,11.33333,90.484,0.000923454
129.0381,11.34722,90.551,0.000952484
129.0581,11.36111,90.618,0.000999478
129.1669,11.375,90.684,0.001052223
129.2718,11.38889,90.751,0.001050196
129.3251,11.40278,90.818,0.001036821
129.3349,11.41667,90.884,0.000978807
129.4766,11.43056,90.951,0.000997675
129.4842,11.44444,91.018,0.00083846
129.5368,11.45833,91.084,0.000915913
129.6234,11.47222,91.151,0.000982835
129.7191,11.48611,91.218,0.001017211
129.7821,11.5,91.284,0.000976616
129.9223,11.51389,91.351,0.000992272
129.9245,11.52778,91.418,0.000959543
129.9769,11.54167,91.484,0.00063393
130.0861,11.55556,91.551,0.000581914
130.1753,11.56944,91.618,0.000831277
130.219,11.58333,91.684,0.000909606
130.345,11.59722,91.751,0.000843776
130.4124,11.61111,91.818,0.000827614
130.4581,11.625,91.884,0.000804966
130.5708,11.63889,91.951,0.000424557
130.6185,11.65278,92.018,0.000632467
130.6706,11.66667,92.084,0.000791721
130.7813,11.68056,92.151,0.000762766
130.79,11.70139,92.218,0.000205272
130.8567,11.70833,92.284,0.000348983
130.9742,11.72222,92.351,0.000322006
131.0532,11.73611,92.418,0.000408189
131.0796,11.75694,92.484,0.000529621
131.109,11.77083,92.551,0.00065804
131.1514,11.78472,92.618,0.001181064
131.2892,11.79167,92.684,0.001348086
131.4033,11.80556,92.751,0.001251001
131.4881,11.81944,92.818,0.001262649
131.5501,11.83333,92.884,0.001087252
131.6729,11.85417,92.951,0.001076808
131.6718,11.86806,93.018,0.000841135
131.729,11.88194,93.084,0.000714311
131.8235,11.89583,93.151,0.000758067
131.9081,11.90972,93.218,0.000814124
131.9279,11.92361,93.284,0.00106292
132.0478,11.9375,93.351,0.001112002
132.0913,11.95139,93.418,0.001041859
132.1584,11.96528,93.484,0.000981347
132.2682,11.97917,93.551,0.001062231
132.3215,11.99306,93.618,0.000978536
132.3689,12.00694,93.684,0.00101738
