Load,Actuator,Time,Strain
132.4731,12.02083,93.751,0.001073913
132.4983,12.03472,93.818,0.000987584
132.541,12.04861,93.884,0.001006459
132.6754,12.0625,93.951,0.001033039
132.7194,12.07639,94.018,0.001031239
132.7796,12.09028,94.084,0.001027989
132.8935,12.10417,94.151,0.001031747
132.9323,12.11806,94.218,0.001030699
132.9836,12.13194,94.284,0.001027384
133.07,12.14583,94.351,0.001033888
133.1439,12.15972,94.418,0.001032869
133.2109,12.17361,94.484,0.001027267
133.3136,12.1875,94.551,0.00103348
133.3664,12.20139,94.618,0.001030806
133.3979,12.21528,94.684,0.001028592
133.4742,12.22917,94.751,0.001032946
133.4948,12.24306,94.818,0.001030365
133.581,12.25694,94.884,0.001028371
133.6653,12.27083,94.951,0.001032078
133.7065,12.28472,95.018,0.001031443
133.7452,12.29861,95.084,0.001029745
133.8193,12.3125,95.151,0.001033965
133.9067,12.32639,95.218,0.001033656
133.9559,12.34028,95.284,0.001028319
134.0654,12.35417,95.351,0.00103247
134.0791,12.36806,95.418,0.001032657
134.1145,12.38194,95.484,0.001029127
134.2448,12.39583,95.551,0.001033245
134.3077,12.40972,95.618,0.001032242
134.3213,12.42361,95.684,0.001029843
134.448,12.4375,95.751,0.001033565
134.4584,12.45139,95.818,0.001030401
134.5059,12.46528,95.884,0.001029607
134.6143,12.47917,95.951,0.001033758
134.6867,12.49306,96.018,0.001032053
134.7157,12.50694,96.084,0.001029034
134.8393,12.52083,96.151,0.00103592
134.8542,12.53472,96.218,0.001032381
134.9072,12.54861,96.284,0.001029691
134.9916,12.5625,96.351,0.001036351
135.0379,12.58333,96.418,0.00103276
135.0702,12.59028,96.484,0.001030953
135.1879,12.60417,96.551,0.001035936
135.2483,12.61806,96.618,0.001033691
135.3056,12.63194,96.684,0.001028793
135.3946,12.65278,96.751,0.001037105
135.4209,12.66667,96.818,0.001032979
135.4561,12.67361,96.884,0.00103101
135.5444,12.69444,96.951,0.001032565
135.5757,12.70833,97.018,0.001033818
135.6245,12.72222,97.084,0.001043604
135.7579,12.72917,97.151,0.000965075
135.8024,12.75,97.218,0.000988875
135.8334,12.76389,97.284,0.000970299
135.9353,12.77778,97.351,0.000969099
135.9315,12.79167,97.418,0.000876163
136.0028,12.80556,97.484,0.000992471
136.1041,12.81944,97.551,0.001049835
136.1589,12.83333,97.618,0.000937001
136.2068,12.84722,97.684,0.001112651
136.3225,12.86111,97.751,0.001070054
136.3522,12.875,97.818,0.001061046
136.3947,12.88889,97.884,0.001013112
136.4916,12.90278,97.951,0.001000409
136.513,12.91667,98.018,0.001124527
136.5574,12.93056,98.084,0.001079211
136.6574,12.94444,98.151,0.000708774
136.7137,12.95833,98.218,0.000607859
136.7571,12.97222,98.284,0.000819285
136.8588,12.98611,98.351,0.000962118
136.9134,13,98.418,0.000570781
136.9422,13.01389,98.484,0.000464283
136.9867,13.02778,98.551,0.000395576
137.0625,13.04167,98.618,0.000425986
137.0818,13.05556,98.684,-0.00386963
137.1981,13.06944,98.751,0.001062578
137.236,13.08333,98.818,0.001017216
137.2691,13.09722,98.884,0.001120284
137.3168,13.11111,98.951,0.001039815
137.3542,13.125,99.018,0.001060503
137.3415,13.13889,99.084,0.001109276
137.4475,13.15278,99.151,0.001112175
137.5192,13.16667,99.218,0.001104454
137.629,13.18056,99.284,0.001159421
137.6553,13.19444,99.351,0.001106537
137.7137,13.20833,99.418,0.001137422
137.7179,13.22222,99.484,0.001103848
137.7848,13.23611,99.551,0.001113573
137.8189,13.25,99.618,0.001088323
137.8712,13.26389,99.684,0.00110216
137.9533,13.27778,99.751,0.001148199
138.012,13.29167,99.818,0.001137994
138.0629,13.30556,99.884,0.001133881
138.1278,13.31944,99.951,0.001071248
138.1536,13.33333,100.018,0.001104972
138.1977,13.34722,100.084,0.001113289
138.2947,13.36111,100.151,0.001104281
138.3353,13.375,100.218,0.001240877
138.3796,13.38889,100.284,0.001110539
138.4683,13.40278,100.351,0.001200063
138.4987,13.41667,100.418,0.001122191
138.5234,13.4375,100.484,0.001086505
138.5795,13.45139,100.551,0.001027803
138.6281,13.46528,100.618,0.001003218
138.6492,13.47917,100.684,0.001052886
138.7857,13.48611,100.751,-0.02637046
138.806,13.5,100.818,-0.06285061
138.8533,13.52083,100.884,0.001026287
138.9298,13.53472,100.951,0.001125886
139.0024,13.54861,101.018,-0.01285636
139.0392,13.55556,101.084,-0.01665901
139.126,13.57639,101.151,0.000751564
139.1316,13.59028,101.218,-0.02647637
139.1729,13.60417,101.284,-0.03432537
139.2531,13.61806,101.351,-0.07098231
139.2867,13.63194,101.418,-0.10625644
139.321,13.64583,101.484,-0.14035786
139.453,13.65972,101.551,-0.17505037
139.4553,13.67361,101.618,-0.20813627
139.4823,13.6875,101.684,-0.24014954
139.5822,13.70139,101.751,-0.27225843
139.5967,13.71528,101.818,-0.30370807
139.6547,13.72917,101.884,-0.33441525
139.7561,13.74306,101.951,-0.36546841
139.7772,13.75694,102.018,-0.38636476
139.8159,13.77083,102.084,-0.3863959
139.895,13.78472,102.151,-0.3863959
139.9237,13.79861,102.218,-0.3863959
139.9532,13.8125,102.284,-0.3863959
140.0528,13.82639,102.351,-0.3863959
140.1247,13.84028,102.418,-0.3863959
140.1571,13.85417,102.484,-0.3863959
140.2358,13.86806,102.551,-0.3863959
140.2708,13.88194,102.618,-0.3863959
140.288,13.89583,102.684,-0.3863959
140.3644,13.90972,102.751,-0.3863959
140.3494,13.92361,102.818,-0.3863959
140.3485,13.9375,102.884,-0.3863959
140.4781,13.95139,102.951,-0.3863959
140.5194,13.96528,103.018,-0.3863959
140.527,13.97917,103.084,-0.3863959
140.6263,13.99306,103.151,-0.3863959
140.6631,14.00694,103.218,-0.3863959
140.6733,14.02083,103.284,-0.3863959
140.7307,14.03472,103.351,-0.3863959
140.7532,14.04861,103.418,-0.3863959
140.822,14.0625,103.484,-0.3863959
140.9234,14.07639,103.551,-0.3863959
140.9215,14.09028,103.618,-0.3863959
140.9444,14.10417,103.684,-0.3863959
141.0171,14.11806,103.751,-0.3863959
141.0606,14.13194,103.818,-0.3863959
141.0947,14.14583,103.884,-0.3863959
141.1907,14.15972,103.951,-0.3863959
141.2219,14.17361,104.018,-0.3863959
141.2758,14.1875,104.084,-0.3863959
141.321,14.20139,104.151,-0.3863959
141.3093,14.21528,104.218,-0.3863959
141.349,14.22917,104.284,-0.3863959
141.4449,14.24306,104.351,-0.3863959
141.4718,14.25694,104.418,-0.3863959
141.4958,14.27083,104.484,-0.3863959
141.5838,14.28472,104.551,-0.3863959
141.6083,14.29861,104.618,-0.3863959
141.6443,14.3125,104.684,-0.3863959
141.7496,14.32639,104.751,-0.3863959
141.7783,14.34028,104.818,-0.3863959
141.8266,14.35417,104.884,-0.3863959
141.9145,14.36806,104.951,-0.3863959
141.8894,14.38889,105.018,-0.3863959
141.9473,14.39583,105.084,-0.3863959
142.0145,14.41667,105.151,-0.3863959
142.0318,14.43056,105.218,-0.3863959
142.043,14.44444,105.284,-0.3863959
142.1398,14.45833,105.351,-0.3863959
142.1531,14.47222,105.418,-0.3863959
142.1966,14.48611,105.484,-0.3863959
142.2833,14.5,105.551,-0.3863959
142.3324,14.51389,105.618,-0.3863959
142.36,14.52778,105.684,-0.3863959
142.4328,14.54167,105.751,-0.3863959
142.4644,14.55556,105.818,-0.3863959
142.4665,14.56944,105.884,-0.3863959
142.5582,14.58333,105.951,-0.3863959
142.5861,14.59722,106.018,-0.3863959
142.6139,14.61111,106.084,-0.3863959
142.7331,14.625,106.151,-0.3863959
142.7353,14.63889,106.218,-0.3863959
142.7483,14.65278,106.284,-0.3863959
142.8353,14.66667,106.351,-0.3863959
142.8765,14.68056,106.418,-0.3863959
142.8948,14.69444,106.484,-0.3863959
142.9703,14.70833,106.551,-0.3863959
142.9739,14.72222,106.618,-0.3863959
143.0275,14.73611,106.684,-0.3863959
143.1068,14.75,106.751,-0.3863959
143.1533,14.76389,106.818,-0.3863959
143.1648,14.77778,106.884,-0.3863959
143.247,14.79167,106.951,-0.3863959
143.2272,14.80556,107.018,-0.3863959
143.272,14.81944,107.084,-0.3863959
143.349,14.83333,107.151,-0.3863959
143.4177,14.84722,107.218,-0.3863959
143.4388,14.86111,107.284,-0.3863959
143.5258,14.875,107.351,-0.3863959
143.526,14.88889,107.418,-0.3863959
143.554,14.90278,107.484,-0.3863959
143.579,14.91667,107.551,-0.3863959
143.6243,14.93056,107.618,-0.3863959
143.6131,14.94444,107.684,-0.3863959
143.7419,14.95833,107.751,-0.3863959
143.7325,14.97222,107.818,-0.3863959
143.7587,14.98611,107.884,-0.3863959
143.8182,15,107.951,-0.3863959
143.8272,15.01389,108.018,-0.3863959
143.8398,15.02778,108.084,-0.3863959
143.9135,15.04167,108.151,-0.3863959
143.9435,15.05556,108.218,-0.3863959
143.968,15.06944,108.284,0.032318407
144.0499,15.08333,108.351,-0.03713991
144.0763,15.09722,108.418,-0.11366674
144.1128,15.11111,108.484,-0.17523941
144.1712,15.125,108.551,-0.23140676
144.2076,15.13889,108.618,-0.28104832
144.2488,15.15278,108.684,-0.32974154
144.3279,15.16667,108.751,-0.3758388
144.3763,15.18056,108.818,-0.38639776
144.3759,15.19444,108.884,-0.3863959
144.4549,15.20833,108.951,-0.3863959
144.466,15.22222,109.018,-0.3863959
144.4858,15.23611,109.084,-0.3863959
144.5419,15.25694,109.151,-0.3863959
144.5743,15.27083,109.218,-0.3863959
144.5735,15.27778,109.284,-0.3863959
144.7085,15.29861,109.351,-0.3863959
144.699,15.3125,109.418,-0.3863959
144.722,15.32639,109.484,-0.3863959
144.7922,15.34028,109.551,-0.3863959
144.8357,15.35417,109.618,-0.3863959
144.8161,15.36806,109.684,0.007670073
144.9317,15.38194,109.751,0.001141832
144.9243,15.39583,109.818,0.001114087
144.9888,15.40972,109.884,0.001079129
145.036,15.42361,109.951,0.001088337
145.0754,15.4375,110.018,0.001136719
145.0725,15.45139,110.084,0.00103855
145.1416,15.46528,110.151,0.001168599
145.1777,15.47917,110.218,0.001080826
145.1818,15.49306,110.284,0.001080848
145.2671,15.50694,110.351,0.000995885
145.2946,15.52083,110.418,0.000986982
145.3149,15.53472,110.484,0.000854603
145.3898,15.54861,110.551,0.000306477
145.4015,15.5625,110.618,0.000651808
145.4047,15.57639,110.684,-0.00012659
145.4923,15.59028,110.751,-0.00096265
145.5372,15.60417,110.818,-6.86E-05
145.544,15.61806,110.884,0.000309306
145.6264,15.63194,110.951,0.000836307
145.6374,15.64583,111.018,0.000879592
145.6435,15.65972,111.084,0.000817425
145.7083,15.67361,111.151,0.000703682
145.7112,15.6875,111.218,0.000304188
145.703,15.70139,111.284,6.67E-05
145.7978,15.71528,111.351,8.59E-05
145.8538,15.72917,111.418,4.41E-05
145.8705,15.74306,111.484,5.36E-05
145.9207,15.75694,111.551,-7.52E-05
145.9286,15.77083,111.618,-6.47E-05
145.9224,15.78472,111.684,-0.00014566
145.9825,15.79861,111.751,-0.00015017
145.9866,15.8125,111.818,-0.00015534
146.0108,15.82639,111.884,-0.00016048
146.1041,15.84028,111.951,-0.00017127
146.1507,15.85417,112.018,-0.00020319
146.1354,15.86805,112.084,-0.00010758
146.1934,15.88194,112.151,3.09E-05
146.2252,15.89583,112.218,-3.40E-05
146.232,15.90972,112.284,-0.000138
146.2967,15.92361,112.351,-0.00012541
146.3698,15.9375,112.418,-0.00011223
146.3651,15.95139,112.484,-0.00479679
146.4349,15.96528,112.551,-0.0458702
146.4571,15.97917,112.618,-0.01484869
146.4693,15.99305,112.684,-0.05300973
146.5265,16.00694,112.751,-0.08973305
146.5569,16.02083,112.818,-0.12447064
146.562,16.03472,112.884,0.001423404
146.6293,16.04861,112.951,0.000759962
146.6877,16.0625,113.018,0.000742197
146.7223,16.07639,113.084,0.000732688
146.7662,16.09028,113.151,0.000765139
146.8083,16.11111,113.218,0.000750005
146.7865,16.11806,113.284,0.00075878
146.8505,16.13194,113.351,0.000767025
146.8819,16.15278,113.418,0.00075885
146.8769,16.16667,113.484,0.000781037
146.9929,16.17361,113.551,0.00076981
147.017,16.19444,113.618,0.000794394
146.9998,16.20833,113.684,0.000810578
147.0612,16.22222,113.751,0.000848695
147.0979,16.23611,113.818,0.00086887
147.0806,16.25,113.884,0.000864357
147.1481,16.26389,113.951,0.000871811
147.191,16.27778,114.018,0.000883589
147.2272,16.29167,114.084,0.000899876
147.2919,16.30555,114.151,0.000889268
147.3048,16.31944,114.218,0.00087504
147.2924,16.33333,114.284,0.000864098
147.3649,16.34722,114.351,0.000866143
147.3943,16.36111,114.418,0.000866972
147.3992,16.375,114.484,0.000848837
147.4779,16.38889,114.551,0.000821453
147.4932,16.40278,114.618,0.000837406
147.4997,16.41667,114.684,0.000837326
147.5825,16.43055,114.751,0.000847099
147.6018,16.44444,114.818,0.000853728
147.6119,16.45833,114.884,0.000852727
147.6547,16.47222,114.951,0.000855329
147.68,16.48611,115.018,0.000849157
147.6854,16.5,115.084,0.000850951
147.7797,16.51389,115.151,0.000875923
147.7758,16.52778,115.218,0.000881594
147.7937,16.54167,115.284,0.000879141
147.853,16.55556,115.351,0.000884317
147.8465,16.56944,115.418,0.000887736
147.828,16.58333,115.484,0.000876796
147.952,16.59722,115.551,0.000890415
147.977,16.61111,115.618,0.000892359
148.0002,16.625,115.684,0.000875104
148.0034,16.63889,115.751,0.000875586
148.0429,16.65278,115.818,0.000891716
148.025,16.66667,115.884,0.000879465
148.1458,16.68056,115.951,0.000883388
148.146,16.69445,116.018,0.000888574
148.1483,16.70833,116.084,0.000900069
148.1959,16.72222,116.151,0.000894771
148.2401,16.73611,116.218,0.00087279
148.2153,16.75,116.284,0.000910246
148.2652,16.76389,116.351,0.000923485
148.2893,16.77778,116.418,0.000924681
148.2925,16.79167,116.484,0.000909316
148.3491,16.80556,116.551,0.000916418
148.393,16.81944,116.618,0.000906881
148.3781,16.83333,116.684,0.000913077
148.4765,16.84722,116.751,0.000928101
148.4948,16.86111,116.818,0.000914229
148.4698,16.875,116.884,0.000909192
148.5458,16.88889,116.951,0.000932102
148.5687,16.90278,117.018,0.000952404
148.5503,16.91667,117.084,0.000939144
148.6124,16.93056,117.151,0.000915015
148.6371,16.94444,117.218,0.000872003
148.6863,16.95833,117.284,0.000843138
148.749,16.97222,117.351,0.000821242
148.808,16.98611,117.418,0.000769121
148.7338,17,117.484,0.000777119
148.8382,17.02083,117.551,0.000762138
148.8544,17.03472,117.618,0.00080877
148.8458,17.04861,117.684,0.000870159
148.8966,17.0625,117.751,0.000855303
148.9451,17.07639,117.818,0.000831398
148.9433,17.09028,117.884,0.000729162
148.9931,17.10417,117.951,0.000734669
149.0273,17.11806,118.018,0.000750553
149.0185,17.13195,118.084,0.000645832
149.0725,17.14583,118.151,0.000569728
149.1037,17.15972,118.218,0.000732158
149.1002,17.17361,118.284,0.000829973
149.1683,17.1875,118.351,0.000758132
149.1981,17.20139,118.418,0.000774561
149.2076,17.21528,118.484,0.00083117
149.2677,17.22917,118.551,0.000803258
149.2688,17.24306,118.618,0.000774983
149.2729,17.25695,118.684,0.000724655
149.3388,17.27083,118.751,0.000786571
149.3791,17.28472,118.818,0.000779048
149.3977,17.29861,118.884,0.000760275
149.4462,17.3125,118.951,0.000749919
149.4622,17.32639,119.018,0.000745367
149.4723,17.34028,119.084,0.000718215
149.498,17.35417,119.151,0.000695848
149.5359,17.36806,119.218,0.000672962
149.5312,17.38194,119.284,0.000719679
149.6027,17.39583,119.351,0.000773686
149.6247,17.40972,119.418,0.000809361
149.6407,17.42361,119.484,0.000826555
149.6689,17.4375,119.551,0.000848112
149.6726,17.45139,119.618,0.000853908
149.6911,17.46528,119.684,0.000844992
149.7015,17.47917,119.751,0.000852687
149.7507,17.49306,119.818,0.000858529
149.7617,17.50694,119.884,0.000835286
149.8035,17.52083,119.951,0.000808576
149.8604,17.53472,120.018,0.000855529
149.8516,17.54861,120.084,0.000868693
149.9056,17.5625,120.151,0.000863623
149.9356,17.57639,120.218,0.000877664
149.8981,17.59028,120.284,0.00092655
149.9268,17.60417,120.351,0.000952969
149.9722,17.61806,120.418,0.000986939
149.9697,17.63194,120.484,0.000927039
150.0202,17.64583,120.551,0.000765561
150.054,17.65972,120.618,0.000766973
150.037,17.67361,120.684,-0.01336409
150.097,17.6875,120.751,-0.05064226
150.1072,17.70139,120.818,-0.08593011
150.1179,17.71528,120.884,-0.03403707
150.1528,17.72917,120.951,-0.01352829
150.2329,17.74305,121.018,-0.04949788
150.1993,17.75694,121.084,0.000532086
150.2576,17.77083,121.151,0.000803325
150.296,17.78472,121.218,-0.03121924
150.2764,17.79861,121.284,-0.06804877
150.3159,17.8125,121.351,-0.10475623
150.3795,17.82639,121.418,-0.13924209
150.3878,17.84028,121.484,-0.17185558
150.4268,17.85417,121.551,-0.20425159
150.4669,17.86806,121.618,-0.23586391
150.4493,17.88889,121.684,-0.26709737
150.4818,17.90278,121.751,-0.29895443
150.4913,17.91667,121.818,-0.15132765
150.4948,17.93056,121.884,0.00089398
150.5272,17.94444,121.951,0.000883285
150.5944,17.95833,122.018,0.000885455
150.6184,17.97222,122.084,0.001037676
150.6323,17.98611,122.151,0.001004624
150.6676,18,122.218,0.001061858
150.6779,18.01389,122.284,0.001127234
150.7166,18.02778,122.351,0.001145866
150.752,18.04167,122.418,0.001044462
150.7379,18.05556,122.484,0.000936653
150.791,18.06944,122.551,0.000827399
150.8379,18.08333,122.618,0.000858744
150.8291,18.09722,122.684,-0.00276937
150.8832,18.11111,122.751,-0.04162567
150.9173,18.125,122.818,-0.0310937
150.9039,18.13889,122.884,-0.06845803
150.936,18.15278,122.951,-0.10506088
150.9755,18.16667,123.018,-0.13990995
150.9975,18.18055,123.084,-0.17318845
151.0204,18.19444,123.151,-0.18372059
151.0671,18.20833,123.218,0.000941318
151.0363,18.22222,123.284,0.000970955
151.0819,18.23611,123.351,0.000969177
151.1027,18.25,123.418,0.000972201
151.112,18.26389,123.484,0.000968552
151.1178,18.27778,123.551,0.000970726
151.2008,18.29167,123.618,0.000986927
151.1932,18.30555,123.684,0.001033542
151.2283,18.31944,123.751,0.001070919
151.2165,18.33333,123.818,0.001006485
151.2278,18.34722,123.884,0.001000648
151.1967,18.36111,123.951,0.000923884
151.2628,18.375,124.018,0.000720093
151.266,18.38889,124.084,-0.00021052
151.3391,18.40278,124.151,0.000786794
151.348,18.41667,124.218,0.000862195
151.3558,18.43056,124.284,0.001205517
151.3462,18.44444,124.351,0.001508524
151.4167,18.45833,124.418,0.001207999
151.396,18.47222,124.484,0.000934281
151.4264,18.48611,124.551,0.000873461
151.4717,18.5,124.618,0.000968391
151.5097,18.51389,124.684,0.001178112
151.4929,18.52778,124.751,0.001331356
151.5595,18.54167,124.818,0.001467471
151.5472,18.55556,124.884,0.001630838
151.563,18.56945,124.951,0.001613142
151.6167,18.58333,125.018,0.001025196
151.6296,18.59722,125.084,0.000910478
151.6273,18.61111,125.151,0.001062082
151.7099,18.625,125.218,0.000806951
151.6988,18.63889,125.284,0.001055304
151.7213,18.65278,125.351,0.001019083
151.7456,18.66667,125.418,0.001030998
151.7639,18.68056,125.484,0.001017775
151.7798,18.69444,125.551,0.001049092
151.8198,18.70833,125.618,0.001017952
151.8244,18.72222,125.684,0.001031328
151.8529,18.73611,125.751,0.001032226
151.8777,18.75694,125.818,0.001027099
151.7658,18.77083,125.884,0.001025299
151.777,18.78472,125.951,0.000443681
151.9165,18.79861,126.018,-0.00129028
151.9382,18.8125,126.084,-0.0024722
151.9702,18.82639,126.151,-0.00251075
152.0373,18.83333,126.218,-0.00246713
152.0571,18.84722,126.284,-0.00317127
152.0653,18.86806,126.351,-0.00385975
152.1236,18.88194,126.418,-0.00375254
152.0714,18.89583,126.484,-0.00360079
152.0881,18.90972,126.551,-0.0039241
152.1453,18.92361,126.618,-0.00357822
152.1462,18.9375,126.684,-0.00343189
152.1509,18.95139,126.751,-0.00331758
152.2346,18.96528,126.818,-0.00329374
152.2314,18.97917,126.884,-0.00312983
152.2238,18.99306,126.951,-0.00350368
152.2785,19.00695,127.018,-0.00385811
152.2745,19.02083,127.084,-0.00354329
152.2809,19.03472,127.151,-0.00261487
152.3254,19.04861,127.218,-0.00139535
152.3528,19.0625,127.284,-0.00037699
152.3561,19.07639,127.351,0.000936893
152.3996,19.09028,127.418,0.001015363
152.3995,19.10417,127.484,0.001020201
152.408,19.11806,127.551,0.001011132
152.4508,19.13194,127.618,0.001021166
152.4579,19.14583,127.684,0.001020661
152.4462,19.15972,127.751,0.001020978
152.5262,19.17361,127.818,0.001024036
152.5373,19.1875,127.884,0.001030502
152.516,19.20139,127.951,0.001027382
152.5683,19.21528,128.018,0.001029607
152.5517,19.22917,128.084,0.00102725
152.5222,19.24306,128.151,0.00102436
152.5605,19.25694,128.218,0.001030209
152.5885,19.27083,128.284,0.001027496
152.6073,19.28472,128.351,0.001025627
152.7009,19.29861,128.418,0.000796912
152.6955,19.3125,128.484,-0.02219469
152.6873,19.32639,128.551,-0.01200257
152.7104,19.34028,128.618,0.001010711
152.7359,19.35417,128.684,-0.01171952
152.715,19.36806,128.751,-0.04887917
152.759,19.38194,128.818,-0.08515387
152.7763,19.39583,128.884,-0.12081073
152.7961,19.40972,128.951,-0.15650667
152.8346,19.42361,129.018,-0.19037763
152.8493,19.4375,129.084,-0.22249809
152.8068,19.45139,129.151,-0.25529817
152.8852,19.46528,129.218,-0.02845067
152.8714,19.47917,129.284,-0.06956684
152.8753,19.49306,129.351,-0.1072529
152.9384,19.50694,129.418,-0.14436878
152.949,19.52083,129.484,-0.17909134
152.9137,19.53472,129.551,-0.21354726
152.9907,19.54861,129.618,-0.24725083
153.0027,19.5625,129.684,-0.27879896
152.9877,19.57639,129.751,-0.30920496
153.0287,19.59028,129.818,-0.34094498
153.0491,19.61111,129.884,-0.37110444
153.0399,19.61805,129.951,-0.38639229
153.1213,19.63889,130.018,-0.3863959
153.1375,19.64583,130.084,-0.3863959
153.1045,19.66667,130.151,-0.3863959
153.1379,19.68056,130.218,-0.3863959
153.1273,19.69444,130.284,-0.3863959
153.1237,19.70833,130.351,-0.3863959
153.2057,19.72222,130.418,-0.3863959
153.2504,19.72917,130.484,-0.3863959
153.239,19.75,130.551,-0.3863959
153.2624,19.76389,130.618,-0.3863959
153.2786,19.77778,130.684,-0.3863959
153.2328,19.79167,130.751,-0.3863959
153.2895,19.80556,130.818,-0.3863959
153.3217,19.81944,130.884,-0.3863959
153.3039,19.83333,130.951,-0.3863959
153.3653,19.84722,131.018,-0.3863959
153.4119,19.86111,131.084,-0.3863959
153.3738,19.875,131.151,-0.3863959
153.4332,19.88889,131.218,-0.3863959
153.4618,19.90278,131.284,-0.3863959
153.4274,19.91667,131.351,-0.3863959
153.4787,19.93056,131.418,-0.3863959
153.5136,19.94444,131.484,-0.3863959
153.4815,19.95833,131.551,-0.3863959
153.468,19.97222,131.618,-0.3863959
153.5444,19.98611,131.684,-0.3863959
153.5074,20,131.751,-0.3863959
153.5561,20.01389,131.818,-0.3863959
153.6001,20.02778,131.884,-0.3863959
153.5849,20.04167,131.951,-0.3863959
153.6014,20.05555,132.018,-0.3863959
153.6935,20.06944,132.084,-0.3863959
153.6752,20.08333,132.151,-0.3863959
153.7166,20.09722,132.218,-0.3863959
153.7296,20.11111,132.284,-0.3863959
153.7202,20.125,132.351,-0.3863959
153.673,20.13889,132.418,-0.3863959
153.699,20.15278,132.484,-0.3863959
153.6789,20.16667,132.551,-0.3863959
153.8223,20.18056,132.618,-0.3863959
153.8454,20.19444,132.684,-0.3863959
153.8086,20.20833,132.751,-0.3863959
153.7903,20.22222,132.818,-0.3863959
153.8316,20.23611,132.884,-0.3863959
153.7604,20.25,132.951,-0.3863959
153.7564,20.26389,133.018,-0.3863959
153.8225,20.27778,133.084,-0.3863959
153.8703,20.29167,133.151,-0.3863959
153.8603,20.30556,133.218,-0.3863959
153.8893,20.31945,133.284,-0.3863959
153.8879,20.33333,133.351,-0.3863959
153.908,20.34722,133.418,-0.3863959
153.9163,20.36111,133.484,-0.3863959
153.9118,20.375,133.551,-0.3863959
153.9903,20.38889,133.618,-0.3863959
153.9953,20.40278,133.684,-0.3863959
153.9838,20.41667,133.751,-0.3863959
154.0367,20.43056,133.818,-0.3863959
154.0729,20.44445,133.884,-0.3863959
154.0156,20.45833,133.951,-0.3863959
154.0279,20.47917,134.018,-0.3863959
154.0836,20.49305,134.084,-0.3863959
154.0303,20.5,134.151,-0.3863959
154.0817,20.51389,134.218,-0.3863959
154.1496,20.52778,134.284,-0.3863959
154.1453,20.54861,134.351,-0.3863959
154.1215,20.5625,134.418,-0.3863959
154.1951,20.57639,134.484,-0.3863959
154.1955,20.59028,134.551,-0.3863959
154.1885,20.60417,134.618,-0.3863959
154.1805,20.61806,134.684,-0.3863959
154.2235,20.63194,134.751,-0.3863959
154.2378,20.64583,134.818,-0.3863959
154.2794,20.65972,134.884,-0.3863959
154.2459,20.67361,134.951,-0.3863959
154.2836,20.6875,135.018,-0.3863959
154.3145,20.70139,135.084,-0.3863959
154.2785,20.71528,135.151,-0.3863959
154.3449,20.72917,135.218,-0.3863959
154.3987,20.74306,135.284,-0.3863959
154.3327,20.75695,135.351,-0.3863959
154.3636,20.77083,135.418,-0.3863959
154.4315,20.78472,135.484,-0.3863959
154.423,20.79861,135.551,-0.3863959
154.4202,20.8125,135.618,-0.3863959
154.5221,20.82639,135.684,-0.3863959
154.4869,20.84028,135.751,-0.3863959
154.489,20.85417,135.818,-0.3863959
154.4754,20.86806,135.884,-0.3863959
154.5194,20.88195,135.951,-0.3863959
154.4726,20.89583,136.018,-0.3863959
154.5323,20.90972,136.084,-0.3863959
154.4835,20.92361,136.151,-0.3863959
154.5618,20.9375,136.218,-0.3863959
154.5913,20.95139,136.284,-0.3863959
154.6558,20.96528,136.351,-0.3863959
154.606,20.97917,136.418,-0.3863959
154.6784,20.99306,136.484,-0.3863959
154.539,21.00694,136.551,-0.3863959
154.5622,21.02083,136.618,-0.3863959
154.5652,21.03472,136.684,-0.3863959
154.5865,21.04861,136.751,-0.3863959
154.5623,21.0625,136.818,-0.3863959
154.7493,21.07639,136.884,-0.3863959
154.666,21.09028,136.951,-0.3863959
154.6912,21.10417,137.018,-0.3863959
154.694,21.11806,137.084,-0.3863959
154.734,21.13194,137.151,-0.3863959
154.6207,21.14583,137.218,-0.3863959
154.7381,21.15972,137.284,-0.3863959
154.7171,21.17361,137.351,-0.3863959
154.7984,21.1875,137.418,-0.3863959
154.7933,21.20139,137.484,-0.3863959
154.8565,21.21528,137.551,-0.3863959
154.8169,21.22917,137.618,-0.3863959
154.8273,21.24306,137.684,-0.3863959
154.8465,21.25694,137.751,-0.3863959
154.8276,21.27083,137.818,-0.3863959
154.8625,21.28472,137.884,-0.3863959
154.863,21.29861,137.951,-0.3863959
154.9093,21.3125,138.018,-0.3863959
154.8866,21.32639,138.084,-0.3863959
154.8949,21.34028,138.151,-0.3863959
154.9029,21.36111,138.218,-0.3863959
154.9897,21.36805,138.284,-0.3863959
154.8745,21.38194,138.351,-0.3863959
154.9772,21.39583,138.418,-0.3863959
155.0115,21.41667,138.484,-0.3863959
155.0396,21.42361,138.551,-0.3863959
154.937,21.44444,138.618,-0.3863959
155.0766,21.45833,138.684,-0.3863959
155.0303,21.47222,138.751,-0.3863959
155.0227,21.48611,138.818,-0.3863959
155.0665,21.5,138.884,-0.3863959
155.1072,21.50694,138.951,-0.3863959
155.061,21.52778,139.018,-0.3863959
155.1095,21.54167,139.084,-0.3863959
155.109,21.55556,139.151,-0.3863959
155.1092,21.56944,139.218,-0.3863959
155.1171,21.58333,139.284,-0.3863959
155.1395,21.59722,139.351,-0.3863959
155.1552,21.61111,139.418,-0.3863959
155.1403,21.625,139.484,-0.3863959
